word,score,wordCount,NN_Rank
workshop,-2.5562072,4,7894
greaaat,-2.5566056,2,7895
straw,-2.5568788,3,7896
per,-2.5577226,4,7897
obvious,-2.5580823,4,7898
talaga,-2.558903,2,7899
choclate,-2.5589943,2,7900
group,-2.5592282,35,7901
oz,-2.5595615,3,7902
nhis,-2.5611942,2,7903
g1,-2.5612943,2,7904
weird,-2.5623367,42,7905
coterie,-2.5625181,1,7906
understands,-2.5626202,1,7907
startin,-2.562733,2,7908
grandpa,-2.562806,3,7909
vt,-2.5635462,1,7910
umm,-2.5640404,9,7911
chooses,-2.5642858,1,7912
blehh,-2.5646548,2,7913
bottomline,-2.5648067,1,7914
1503,-2.5649705,1,7915
invoking,-2.5655296,2,7916
cray,-2.5657413,3,7917
mission,-2.565798,7,7918
mile,-2.5658076,8,7919
rogers,-2.565826,2,7920
currency,-2.5660074,1,7921
tick,-2.5669777,3,7922
alaska,-2.567029,1,7923
electric,-2.5673096,1,7924
resolutions,-2.567725,1,7925
example,-2.5690625,7,7926
polishes,-2.5692906,1,7927
diet,-2.5699942,14,7928
maid,-2.5700512,5,7929
corrected,-2.5700986,1,7930
crew,-2.570362,6,7931
cds,-2.5707555,1,7932
sheeps,-2.5716689,1,7933
ahahah,-2.5718365,1,7934
antagonists,-2.5718703,1,7935
christianity,-2.5719638,1,7936
page,-2.572545,39,7937
chipped,-2.5727868,1,7938
oddly,-2.573364,2,7939
roll,-2.5735283,20,7940
lana,-2.5736759,2,7941
ethics,-2.573841,2,7942
lightly,-2.57402,2,7943
calender,-2.5744038,10,7944
barrel,-2.5750813,2,7945
pissing,-2.5752196,6,7946
unbeknown,-2.5766385,1,7947
crib,-2.5766509,7,7948
distraction,-2.5767481,2,7949
county,-2.5770047,7,7950
voiced,-2.5772808,1,7951
courses,-2.5774264,1,7952
deals,-2.5781121,4,7953
named,-2.5782971,6,7954
recent,-2.5784323,2,7955
obedience,-2.5785627,2,7956
denied,-2.578611,2,7957
kitties,-2.5792978,2,7958
unique,-2.5799105,1,7959
fragment,-2.5800083,1,7960
temp,-2.580327,1,7961
chutney,-2.5813527,1,7962
ella,-2.5816114,3,7963
5,-2.5817294,182,7964
oho,-2.5818093,2,7965
minutes,-2.5819228,95,7966
ronald,-2.5823345,2,7967
friday,-2.5825267,200,7968
voices,-2.5832148,10,7969
asses,-2.584141,5,7970
scenarios,-2.5841625,1,7971
dish,-2.5844777,5,7972
nyt,-2.584621,1,7973
messing,-2.5854614,8,7974
foreign,-2.5855875,3,7975
rain,-2.5856516,76,7976
wif,-2.5860925,2,7977
ho,-2.5871897,3,7978
’,-2.5872374,3,7979
interpretation,-2.587867,1,7980
puked,-2.588543,1,7981
stepdad,-2.5889368,1,7982
redsn0w,-2.589364,1,7983
s2,-2.5897808,1,7984
fort,-2.5911958,1,7985
wages,-2.5916424,1,7986
joe,-2.5918238,19,7987
ova,-2.592267,5,7988
balling,-2.592354,1,7989
better,-2.5923784,180,7990
anal,-2.5925543,2,7991
derwent,-2.592777,1,7992
europe,-2.5928223,4,7993
..,-2.5930104,1258,7994
perry,-2.5931363,7,7995
amm,-2.593285,1,7996
terrors,-2.5933673,1,7997
egg,-2.593562,13,7998
electronic,-2.5940359,2,7999
ipad,-2.5940535,8,8000
leaders,-2.5948958,1,8001
mad,-2.5950272,62,8002
shrug,-2.595249,1,8003
feb,-2.595518,3,8004
gobblers,-2.595906,1,8005
dollar,-2.5959256,6,8006
enda,-2.5960448,1,8007
bolas,-2.5970943,1,8008
discount,-2.5978482,4,8009
gaming,-2.5983522,1,8010
clawing,-2.599181,1,8011
commerical,-2.599395,1,8012
luggage,-2.599979,1,8013
seeing,-2.6009116,92,8014
regional,-2.602018,2,8015
dover,-2.6024384,4,8016
landlady,-2.6026044,1,8017
reaching,-2.6031842,7,8018
teh,-2.6034405,1,8019
gal,-2.6035259,6,8020
pc,-2.6037529,3,8021
matter,-2.6044745,34,8022
only,-2.6047213,406,8023
on-,-2.6048906,1,8024
them,-2.6054356,377,8025
s.,-2.6055245,5,8026
notebook,-2.6058996,1,8027
scot,-2.605906,1,8028
),-2.606921,405,8029
crispy,-2.606983,1,8030
truepower,-2.607317,1,8031
infected,-2.6073992,1,8032
communities,-2.6077821,2,8033
internet,-2.6079574,29,8034
darn,-2.6085558,3,8035
table,-2.6090586,22,8036
tron,-2.6096125,1,8037
hermit,-2.6096504,1,8038
prophecies,-2.6100457,1,8039
original,-2.6100807,12,8040
crust,-2.6101055,1,8041
parivar,-2.6106906,1,8042
suitable,-2.6108477,1,8043
flooding,-2.6112769,1,8044
footballer,-2.6114824,3,8045
koo,-2.6122904,1,8046
earphone,-2.6131594,2,8047
racers,-2.6135917,1,8048
care,-2.614399,74,8049
gohome,-2.6144612,1,8050
professor,-2.614677,13,8051
worries,-2.614915,4,8052
conceptions,-2.614972,1,8053
cajuns,-2.6150007,1,8054
kool,-2.6152716,1,8055
0,-2.6153078,6,8056
reidsville,-2.6160343,1,8057
molnar,-2.616253,1,8058
deciding,-2.6165504,4,8059
meg,-2.6167793,1,8060
somehow,-2.617461,5,8061
fafsa,-2.6174796,3,8062
meatloaf,-2.6182353,1,8063
goodies,-2.618245,13,8064
petra,-2.6188571,1,8065
hanging,-2.619602,25,8066
ayers,-2.620204,1,8067
certain,-2.6203275,14,8068
writes,-2.6206892,2,8069
foil,-2.6208694,1,8070
charity,-2.6211827,1,8071
taken,-2.6214125,30,8072
masih,-2.622237,1,8073
functioning,-2.6236458,1,8074
gl,-2.6237473,6,8075
kurds,-2.624133,1,8076
mine,-2.6246452,53,8077
snows,-2.6247323,1,8078
"""i",-2.6250498,1,8079
machines,-2.6253176,2,8080
tiz,-2.6258237,1,8081
motivation,-2.626362,13,8082
hypocrite,-2.6279297,3,8083
capable,-2.6284688,3,8084
butterfly,-2.6289463,2,8085
priest,-2.6293898,2,8086
romance,-2.6295469,4,8087
johan,-2.6300616,2,8088
mears,-2.6304998,2,8089
dhs,-2.6323805,2,8090
dropping,-2.6330693,9,8091
fuckers,-2.6332934,1,8092
quiet,-2.6333668,20,8093
smyth,-2.6333795,1,8094
filipino,-2.6335084,1,8095
financially,-2.6341414,1,8096
quest,-2.6341941,3,8097
fundamental,-2.6351926,1,8098
videos,-2.6353328,5,8099
hellooooo,-2.6360853,1,8100
territory,-2.6367776,1,8101
words,-2.637127,69,8102
ky,-2.637555,1,8103
iphone,-2.6377268,24,8104
processor,-2.6380756,1,8105
binder,-2.6381276,1,8106
engg,-2.6383817,1,8107
parody,-2.639226,4,8108
july,-2.6393347,5,8109
paid,-2.639759,8,8110
u?,-2.6400492,1,8111
yh,-2.6407187,1,8112
crumb,-2.6413138,1,8113
spiderman,-2.6419165,3,8114
.-,-2.6420038,3,8115
ruffin,-2.642155,1,8116
parks,-2.642352,3,8117
seconds,-2.642536,14,8118
struggles,-2.6425822,4,8119
global,-2.6431746,1,8120
redrum,-2.6431994,1,8121
believing,-2.6435814,4,8122
cheerleader,-2.6436555,1,8123
par,-2.6438837,2,8124
tat,-2.6444829,5,8125
addiction,-2.6445813,1,8126
tortoises,-2.6449065,1,8127
spinning,-2.6451976,2,8128
retweeting,-2.6453662,1,8129
vs.,-2.6453702,5,8130
stage,-2.6454668,13,8131
front,-2.6456923,41,8132
thetas,-2.6459515,2,8133
is,-2.6460235,3493,8134
foosball,-2.6461525,1,8135
fuzzy,-2.646681,6,8136
convinced,-2.6467826,3,8137
climb,-2.6473796,1,8138
ask,-2.647523,54,8139
rednecks,-2.6478786,2,8140
grease,-2.6484778,3,8141
nasty,-2.6487935,21,8142
parrot,-2.6489182,1,8143
bwahahahaha,-2.6492822,1,8144
middle,-2.649352,43,8145
films,-2.6493835,10,8146
bullet,-2.6496668,1,8147
smirk,-2.6498587,1,8148
butreally,-2.650004,1,8149
aspires,-2.6508915,1,8150
jor,-2.651048,1,8151
boys,-2.6514885,46,8152
documentary,-2.6521943,7,8153
monday,-2.6523392,97,8154
l8,-2.6531835,2,8155
leadership,-2.65374,6,8156
||,-2.653779,3,8157
arlo,-2.655019,1,8158
sunday,-2.6550753,76,8159
ows,-2.6554368,8,8160
pokemon,-2.655558,3,8161
kugel,-2.6555827,1,8162
goody,-2.656369,3,8163
recently,-2.6580098,7,8164
lid,-2.6582286,1,8165
bub,-2.6605496,1,8166
playing,-2.6616976,115,8167
dayz,-2.661791,2,8168
smoothie,-2.6624975,3,8169
bra,-2.6628397,6,8170
diseases,-2.6641288,1,8171
nextweek,-2.664163,1,8172
pass,-2.6649756,37,8173
movements,-2.6650674,2,8174
file,-2.6652293,7,8175
drawers,-2.6654794,1,8176
listens,-2.6657734,3,8177
chilling,-2.665898,9,8178
pretend,-2.6660144,7,8179
smelling,-2.6662126,3,8180
businesses,-2.6666229,1,8181
zara,-2.6669044,2,8182
okay,-2.6679125,40,8183
tetley,-2.6682158,1,8184
stinks,-2.6685033,2,8185
canadian,-2.6686437,6,8186
exactly,-2.6698127,16,8187
luke,-2.6701655,21,8188
undone,-2.6706607,1,8189
walkers,-2.6713517,1,8190
"""#islam",-2.6716487,1,8191
sand,-2.671969,2,8192
flame,-2.6726718,3,8193
transferred,-2.6730382,1,8194
dry,-2.6732867,7,8195
entrance,-2.673772,2,8196
pill,-2.6739378,3,8197
taking,-2.6743882,113,8198
parcel,-2.6744483,1,8199
th,-2.674474,12,8200
nl,-2.67451,1,8201
acceleration,-2.6748621,1,8202
behaviour,-2.674946,2,8203
bagels,-2.675345,4,8204
always,-2.6755311,182,8205
bullshit,-2.6763515,14,8206
infidelities,-2.676559,1,8207
posted,-2.676646,5,8208
flashlight,-2.6767366,1,8209
thinging,-2.6767411,1,8210
imaginary,-2.6776993,3,8211
ballot,-2.6782181,1,8212
immagination,-2.678467,2,8213
alamos,-2.679097,1,8214
chatroom,-2.6796815,1,8215
muy,-2.6797006,3,8216
markel,-2.6797845,1,8217
article,-2.6799576,14,8218
omo,-2.680208,1,8219
floods,-2.6808527,1,8220
checked,-2.6808846,7,8221
case,-2.6813219,20,8222
mc,-2.6817567,2,8223
3-d,-2.6824303,1,8224
intro,-2.6828454,1,8225
becca,-2.6830637,1,8226
constricts,-2.6833541,1,8227
karma,-2.683531,4,8228
dork,-2.6837559,1,8229
reporter,-2.6841063,1,8230
heard,-2.684525,70,8231
staying,-2.6848261,36,8232
everithing,-2.6851172,1,8233
messin,-2.6865041,1,8234
africa,-2.686553,5,8235
tounge,-2.6865704,2,8236
tater,-2.6866891,2,8237
btw,-2.6869636,28,8238
overheard,-2.6880116,1,8239
organizing,-2.6884065,1,8240
specific,-2.6888437,2,8241
17th,-2.6891108,1,8242
maybe,-2.6894627,68,8243
havin,-2.6895041,3,8244
assuming,-2.6896715,1,8245
shooting,-2.6901157,6,8246
containing,-2.690182,1,8247
shelf,-2.6903267,4,8248
stj,-2.6909044,1,8249
grandfather,-2.6909754,1,8250
striking,-2.6911194,3,8251
pillow,-2.6911972,9,8252
movin,-2.6912098,5,8253
very,-2.692322,146,8254
anddddd,-2.692876,1,8255
reneged,-2.6933517,1,8256
aunty,-2.694538,3,8257
giza,-2.6952138,1,8258
mermaids,-2.69579,1,8259
permit,-2.6960468,4,8260
mainly,-2.6963212,2,8261
closing,-2.696389,1,8262
benjamin,-2.696539,1,8263
suggest,-2.6966333,1,8264
version,-2.6967475,14,8265
lasagna,-2.6974845,3,8266
hearted,-2.6977537,3,8267
theives,-2.6977856,1,8268
tissue,-2.698135,2,8269
mr,-2.698666,29,8270
uhm,-2.6987784,1,8271
bounced,-2.699093,1,8272
mhmm,-2.6993444,5,8273
hungover,-2.7001135,3,8274
deo,-2.700279,2,8275
gillian,-2.700856,1,8276
sneaking,-2.7011087,2,8277
themm,-2.7012665,2,8278
esque,-2.7014394,2,8279
awaits,-2.7016082,7,8280
severely,-2.7020402,2,8281
shoe,-2.7021441,9,8282
cobalt,-2.7023497,1,8283
ehh,-2.7030547,1,8284
cracked,-2.7034767,3,8285
ups,-2.7037468,4,8286
sight,-2.703819,13,8287
petite,-2.704904,1,8288
endocrine,-2.7059646,1,8289
undergraduate,-2.7059886,2,8290
massive,-2.706103,12,8291
nd,-2.706194,20,8292
co.,-2.7061982,2,8293
pacific,-2.7068298,1,8294
wall,-2.7069051,24,8295
munchie,-2.7071354,1,8296
analysis,-2.7077012,13,8297
welllll,-2.7077146,2,8298
stain,-2.7079225,4,8299
grab,-2.7081437,12,8300
qualifier,-2.708229,1,8301
angelitos,-2.70826,1,8302
walker,-2.7084973,7,8303
shoved,-2.7094793,1,8304
thnk,-2.7095864,1,8305
advertisements,-2.7097726,1,8306
peeps,-2.710138,4,8307
bird,-2.7104177,19,8308
motion,-2.7107642,5,8309
bennett,-2.7108955,1,8310
2008,-2.712582,1,8311
bos,-2.7125962,1,8312
paul,-2.712758,29,8313
earings,-2.7128463,3,8314
ze,-2.713781,2,8315
slaves,-2.7138603,3,8316
wiping,-2.7138832,1,8317
blanket,-2.716459,15,8318
greet,-2.7164648,1,8319
leftover,-2.7171254,3,8320
juvenile,-2.7176204,1,8321
gallows,-2.7178774,1,8322
yuck,-2.7181232,2,8323
eliminate,-2.7186506,3,8324
unlocked,-2.7188048,2,8325
rose,-2.7188618,7,8326
handmade,-2.7189486,1,8327
poverty,-2.7200272,3,8328
pickled,-2.7200632,4,8329
stephen,-2.7201028,3,8330
sulking,-2.720135,1,8331
stepped,-2.7208002,3,8332
brownies,-2.7212737,6,8333
somone,-2.7224889,5,8334
presume,-2.722628,1,8335
hottest,-2.7229764,2,8336
independence,-2.723036,1,8337
behold,-2.7235806,5,8338
doo,-2.7237172,1,8339
gauteng,-2.7242725,1,8340
lao,-2.72512,9,8341
tls,-2.7252064,1,8342
dramatically,-2.725851,1,8343
pack,-2.7259307,17,8344
thoughts,-2.7260375,24,8345
dedans,-2.7262723,1,8346
spray,-2.7272677,2,8347
recruited,-2.727745,1,8348
disclosed,-2.7279058,1,8349
hacienda,-2.7282572,1,8350
vdd,-2.72881,1,8351
screening,-2.7295787,3,8352
regulation,-2.7296193,3,8353
proposes,-2.729961,1,8354
option,-2.730202,9,8355
admirable,-2.730496,1,8356
shave,-2.7311711,7,8357
software,-2.731647,5,8358
flat,-2.7317424,12,8359
david,-2.7321727,19,8360
nevermind,-2.7328455,1,8361
nate,-2.7337046,1,8362
lemme,-2.733835,1,8363
remains,-2.7338548,9,8364
record,-2.7341192,14,8365
uhh,-2.734657,1,8366
organization,-2.7349317,5,8367
cited,-2.7358258,1,8368
jade,-2.7364178,1,8369
jb,-2.736568,2,8370
ownership,-2.7374668,2,8371
number,-2.7374828,36,8372
sophomore,-2.737483,3,8373
demi,-2.737571,3,8374
too,-2.737846,370,8375
munchies,-2.737925,1,8376
subjected,-2.7380402,4,8377
tuning,-2.7381706,1,8378
exotic,-2.7389286,2,8379
crow,-2.7390156,1,8380
portfolio,-2.739088,4,8381
pointing,-2.7391858,1,8382
zephyr,-2.7392704,2,8383
0.8,-2.7408423,1,8384
down,-2.7408454,262,8385
¦,-2.7410655,40,8386
doublethink,-2.7412443,1,8387
mart,-2.7412767,4,8388
closemindedness,-2.7415912,1,8389
beleive,-2.7420685,1,8390
emma,-2.742147,3,8391
grindin,-2.7423291,1,8392
definatly,-2.7426434,1,8393
exception,-2.7426813,1,8394
defend,-2.7427406,1,8395
germs,-2.7429726,2,8396
tribune,-2.743639,1,8397
adam,-2.7441618,3,8398
nightlong,-2.74444,1,8399
argument,-2.7446463,7,8400
active,-2.7450125,6,8401
stash,-2.7452433,2,8402
honor,-2.7453134,12,8403
lunch,-2.7456136,72,8404
don't,-2.7462873,2,8405
uou,-2.7463694,1,8406
embarrassment,-2.746419,1,8407
doggy,-2.746623,2,8408
grapes,-2.7469246,1,8409
developing,-2.746979,2,8410
annoyed,-2.747301,6,8411
melt,-2.7481368,3,8412
row,-2.7486112,16,8413
sponsorship,-2.7492228,1,8414
officially,-2.7493463,41,8415
extension,-2.7497363,1,8416
calendar,-2.75182,15,8417
acronyms,-2.7522502,1,8418
panther,-2.752362,1,8419
mines,-2.752759,2,8420
goes,-2.753127,49,8421
rationally,-2.7533092,1,8422
irritable,-2.7534845,1,8423
su,-2.7543058,1,8424
rotted,-2.754307,3,8425
uhmm,-2.754992,1,8426
bunnies,-2.7551475,1,8427
root,-2.7558799,6,8428
cruel.~the,-2.7561135,1,8429
ow.ly/7pslx,-2.7561135,1,8430
totallydifferent,-2.7561135,1,8431
fredricksburg,-2.7561135,1,8432
life?â€,-2.7561135,1,8433
@ryswentz,-2.7561135,1,8434
@monsterkatie,-2.7561135,1,8435
@kimzolciak,-2.7561135,1,8436
@lindenmh,-2.7561135,1,8437
kolorov,-2.7561135,1,8438
@dondellawho,-2.7561135,3,8439
@jessiewongsh,-2.7561135,2,8440
heart.then,-2.7561135,1,8441
tweetrt,-2.7561135,2,8442
@laurarexing,-2.7561135,1,8443
@jakenumerouno,-2.7561135,1,8444
2society,-2.7561135,1,8445
@uamalphaomega,-2.7561135,1,8446
@zackhuhn,-2.7561135,1,8447
@bigtimerush,-2.7561135,2,8448
@susandoern,-2.7561135,2,8449
@justicle,-2.7561135,1,8450
@beautiifades,-2.7561135,2,8451
â€œ@doreenvirtue444,-2.7561135,1,8452
@mistamann22,-2.7561135,1,8453
affness,-2.7561135,1,8454
chillens,-2.7561135,1,8455
franns,-2.7561135,1,8456
@_jeanralphio,-2.7561135,1,8457
@radikalchick,-2.7561135,1,8458
@beccawig,-2.7561135,1,8459
@canyonranch,-2.7561135,1,8460
sabc2,-2.7561135,1,8461
@angryelf1,-2.7561135,1,8462
@occupyoregon,-2.7561135,1,8463
lmaoâ€,-2.7561135,1,8464
night<3,-2.7561135,2,8465
lacher,-2.7561135,1,8466
@alexawhipple,-2.7561135,1,8467
@spennythajet,-2.7561135,1,8468
@mariovazzano,-2.7561135,1,8469
beotchh,-2.7561135,1,8470
@toulastake,-2.7561135,1,8471
liiiiiiiive,-2.7561135,1,8472
uhhooo,-2.7561135,1,8473
@ernandnesto,-2.7561135,1,8474
immask8forlife,-2.7561135,2,8475
mindfulatlife,-2.7561135,1,8476
@mallaryhope,-2.7561135,1,8477
@braidstuga,-2.7561135,1,8478
@89jesstastic,-2.7561135,1,8479
nocomplaints,-2.7561135,1,8480
20.00h,-2.7561135,1,8481
@rob_moynihan,-2.7561135,2,8482
@drake,-2.7561135,6,8483
@rachb_official,-2.7561135,1,8484
@qtongueher,-2.7561135,1,8485
nfac,-2.7561135,1,8486
~mary,-2.7561135,1,8487
âˆ¼,-2.7561135,1,8488
love.â€,-2.7561135,1,8489
â¤,-2.7561135,9,8490
lettheangerbegin,-2.7561135,1,8491
@emilysugarman,-2.7561135,1,8492
@vicki_belo,-2.7561135,1,8493
@linderella97,-2.7561135,1,8494
@mackenz_e,-2.7561135,1,8495
@_leaveit2beaver,-2.7561135,1,8496
@alecbaldwin,-2.7561135,1,8497
@gannon666,-2.7561135,1,8498
@mugz25,-2.7561135,1,8499
lifesgettingbetter,-2.7561135,1,8500
goodlifedecisions,-2.7561135,1,8501
decembergrad,-2.7561135,1,8502
hannaâ€,-2.7561135,1,8503
@brittanyy_lucas,-2.7561135,1,8504
@steam_games,-2.7561135,1,8505
@csssuxxx,-2.7561135,1,8506
door.monday,-2.7561135,2,8507
@solzahran,-2.7561135,1,8508
f.e.a.r,-2.7561135,1,8509
notinthemood,-2.7561135,3,8510
@kaylamccawley,-2.7561135,1,8511
15:16,-2.7561135,1,8512
27:6,-2.7561135,1,8513
@yummyquotes,-2.7561135,2,8514
annoyingpeople,-2.7561135,1,8515
@leethomascook,-2.7561135,1,8516
@truealexlambert,-2.7561135,2,8517
@danielle_magoc,-2.7561135,1,8518
3drake,-2.7561135,1,8519
@scottymull,-2.7561135,1,8520
@ashmarie_a,-2.7561135,1,8521
@davetayls,-2.7561135,1,8522
@darkhorseian,-2.7561135,1,8523
breland,-2.7561135,1,8524
rapevan,-2.7561135,1,8525
@adampeeny,-2.7561135,2,8526
@laura_emily8,-2.7561135,1,8527
@taylorelyse12,-2.7561135,1,8528
@sullydish,-2.7561135,1,8529
@sophiefoulds,-2.7561135,2,8530
bohinc,-2.7561135,1,8531
@mermhart,-2.7561135,1,8532
@caseycarroll,-2.7561135,1,8533
@_serie_a,-2.7561135,1,8534
@tomellis17,-2.7561135,1,8535
@danawhite,-2.7561135,2,8536
@robbiesavage8,-2.7561135,1,8537
susucki,-2.7561135,1,8538
â€œ@aprilanngaston,-2.7561135,1,8539
yes&$600,-2.7561135,1,8540
@laurenbuckers,-2.7561135,2,8541
@aubrey_pesicka,-2.7561135,1,8542
marriedwithkids,-2.7561135,1,8543
â€œ@drakellaj,-2.7561135,1,8544
@brokenhalo,-2.7561135,1,8545
@sthursby,-2.7561135,1,8546
@dyondzaniks,-2.7561135,1,8547
ouchieee,-2.7561135,1,8548
effff,-2.7561135,1,8549
@sluttygirlrants,-2.7561135,2,8550
@stevenmkelly,-2.7561135,2,8551
notcomplaining,-2.7561135,2,8552
notes</3,-2.7561135,1,8553
khenso,-2.7561135,1,8554
â€ž1:58am,-2.7561135,1,8555
trustme,-2.7561135,1,8556
7/12,-2.7561135,1,8557
@heatherrosee7,-2.7561135,1,8558
@kerendavis,-2.7561135,1,8559
lee&yaf,-2.7561135,1,8560
youarenot,-2.7561135,1,8561
teverlasses,-2.7561135,1,8562
@franoldmartin,-2.7561135,2,8563
dountoothers,-2.7561135,2,8564
spreadtheword,-2.7561135,1,8565
@kilianonline,-2.7561135,1,8566
@nanamilktea,-2.7561135,1,8567
@mightyiampower,-2.7561135,2,8568
îƒ,-2.7561135,1,8569
efrian,-2.7561135,2,8570
xmas+watching,-2.7561135,2,8571
btcs,-2.7561135,1,8572
@annahuxy,-2.7561135,2,8573
@christenbohanon,-2.7561135,1,8574
really?you,-2.7561135,1,8575
whydoyousoundlikethat,-2.7561135,1,8576
@aircanada,-2.7561135,1,8577
heisevil,-2.7561135,1,8578
dumpit,-2.7561135,1,8579
@ratimujumdar,-2.7561135,1,8580
cherishit,-2.7561135,2,8581
@bennettjax,-2.7561135,1,8582
you'v,-2.7561135,1,8583
aaaaahh,-2.7561135,1,8584
seã±orita,-2.7561135,1,8585
fghjklhgf,-2.7561135,1,8586
@chris_elastico,-2.7561135,1,8587
@abbiesparkle7,-2.7561135,2,8588
@kingsofleon,-2.7561135,2,8589
@katiepiper,-2.7561135,1,8590
doubleentendre,-2.7561135,2,8591
@youngfollowill,-2.7561135,2,8592
@kurtstadelman,-2.7561135,1,8593
@jchampp,-2.7561135,3,8594
â€œis,-2.7561135,1,8595
god.â€,-2.7561135,1,8596
ybf8,-2.7561135,1,8597
beauty.look,-2.7561135,2,8598
@julialeader,-2.7561135,1,8599
unkulunkulu,-2.7561135,1,8600
@mikemitchell_6,-2.7561135,1,8601
muhle,-2.7561135,1,8602
â€œrt,-2.7561135,1,8603
"â£25,000",-2.7561135,1,8604
flyabove,-2.7561135,1,8605
@sassleski,-2.7561135,1,8606
@g_reg06,-2.7561135,1,8607
longoverdue,-2.7561135,1,8608
:/,-2.7561135,87,8609
@imran173,-2.7561135,1,8610
@knappalapalin,-2.7561135,1,8611
asisang,-2.7561135,1,8612
faqra,-2.7561135,1,8613
d/,-2.7561135,1,8614
@gailhyatt,-2.7561135,1,8615
@tripleccc87,-2.7561135,1,8616
@kelllay415,-2.7561135,2,8617
yrz,-2.7561135,1,8618
@badassbane,-2.7561135,2,8619
sexy.â€,-2.7561135,1,8620
lilleshall,-2.7561135,1,8621
@rymanstationery,-2.7561135,1,8622
@msmonigutierrez,-2.7561135,1,8623
canibesmartinmathforonceplease,-2.7561135,1,8624
todayyyyy,-2.7561135,1,8625
xyloto,-2.7561135,2,8626
@ashhpotato,-2.7561135,1,8627
2worry,-2.7561135,1,8628
oneâ€,-2.7561135,1,8629
@brianyarvual,-2.7561135,1,8630
tistheseason2bjolly,-2.7561135,1,8631
gazzetta?no,-2.7561135,1,8632
@jackattwood,-2.7561135,1,8633
ripgoodlupe,-2.7561135,1,8634
tablesâ€,-2.7561135,2,8635
gotohellmexicanphone,-2.7561135,1,8636
reeeeeellllyyyyyyy,-2.7561135,1,8637
@ijmhq,-2.7561135,1,8638
rakgadi,-2.7561135,1,8639
@dosomething_now,-2.7561135,1,8640
@adam_auckland,-2.7561135,1,8641
@bernardlecroix,-2.7561135,1,8642
@eurasia_cafe,-2.7561135,1,8643
snuggsin,-2.7561135,2,8644
iam:)blessed,-2.7561135,1,8645
hug/,-2.7561135,1,8646
@rileee,-2.7561135,1,8647
dayyy,-2.7561135,2,8648
@jennberkley,-2.7561135,1,8649
gettingwhatipayfor,-2.7561135,1,8650
@danticoa,-2.7561135,1,8651
@lecrae,-2.7561135,1,8652
thoughxd,-2.7561135,1,8653
@kmaecasey,-2.7561135,1,8654
@mi_abaga,-2.7561135,1,8655
@matt_spark,-2.7561135,1,8656
@cait_gaitley,-2.7561135,1,8657
@ktnavetta,-2.7561135,1,8658
me&leading,-2.7561135,1,8659
@jojbeeebz,-2.7561135,1,8660
@kurtscobiemusic,-2.7561135,1,8661
jarreds,-2.7561135,1,8662
@thebodyshop,-2.7561135,1,8663
4change,-2.7561135,2,8664
folks2go,-2.7561135,2,8665
2encourage,-2.7561135,2,8666
basketsfullofcats,-2.7561135,1,8667
@rebsportsradio,-2.7561135,1,8668
@vinnyguadagnino,-2.7561135,1,8669
coachy,-2.7561135,2,8670
@joefresh,-2.7561135,1,8671
@checkpointwash,-2.7561135,1,8672
@captainmcinnis,-2.7561135,1,8673
@karen_greaves,-2.7561135,1,8674
@sirakashshah,-2.7561135,1,8675
@stugotz790,-2.7561135,1,8676
@zee_geezy,-2.7561135,1,8677
gwksxpnqvq,-2.7561135,1,8678
homework~,-2.7561135,1,8679
jjags,-2.7561135,1,8680
@valiantcomics,-2.7561135,1,8681
@jackiekuspa,-2.7561135,1,8682
48:2,-2.7561135,3,8683
thisistheday,-2.7561135,3,8684
yewr,-2.7561135,1,8685
muhhfuckas,-2.7561135,1,8686
@kellydgroves,-2.7561135,1,8687
myemsday,-2.7561135,1,8688
@jokerperhaps,-2.7561135,1,8689
@comptonassninja,-2.7561135,1,8690
97:11,-2.7561135,4,8691
@overdriive,-2.7561135,1,8692
~#swedish,-2.7561135,2,8693
@jamesw_anderson,-2.7561135,1,8694
bricksquad,-2.7561135,1,8695
urrgghhh,-2.7561135,2,8696
1'st,-2.7561135,1,8697
@makoski22,-2.7561135,2,8698
betsson,-2.7561135,1,8699
ipaded,-2.7561135,1,8700
@kennethmgracia,-2.7561135,2,8701
@mann,-2.7561135,1,8702
@ihopkc,-2.7561135,2,8703
crangrape,-2.7561135,1,8704
@bigbadcraig20,-2.7561135,1,8705
ustreams,-2.7561135,1,8706
@sheldonminor,-2.7561135,1,8707
bigboylove,-2.7561135,1,8708
delonte,-2.7561135,1,8709
@mdleslie56,-2.7561135,1,8710
obamafail,-2.7561135,1,8711
@sguest82,-2.7561135,1,8712
@jamesguest1,-2.7561135,1,8713
hopkinsproblems,-2.7561135,1,8714
@twohandsjack1,-2.7561135,1,8715
whateverdadwantsonhisbirthday,-2.7561135,1,8716
@jessica_sara,-2.7561135,1,8717
@troypayne,-2.7561135,1,8718
@kieferravena,-2.7561135,1,8719
@cmhegan,-2.7561135,1,8720
h8'rs,-2.7561135,1,8721
allrite,-2.7561135,1,8722
@nfljoe,-2.7561135,1,8723
kh8,-2.7561135,1,8724
govegan,-2.7561135,1,8725
@noamchomski,-2.7561135,1,8726
@earnestdjohnson,-2.7561135,1,8727
@markosborne04,-2.7561135,1,8728
na.mbasa,-2.7561135,1,8729
@3rdculturekid,-2.7561135,1,8730
@kemck02,-2.7561135,1,8731
â£20,-2.7561135,1,8732
d'8,-2.7561135,1,8733
