	tokens	ratings
3100	stunning	4.647551
3101	sake	2.6072316
3102	fires	2.606444
3103	classical	3.2865415
3104	winner	4.373324
3105	communications	2.9524045
3106	sudan	2.6198633
3107	shippers	2.6602633
3108	traits	3.0770288
3109	status	3.041879
3110	heat	2.6069503
3111	softened	2.868516
3112	starkly	2.606444
3113	conductor	3.0272617
3114	fabricating	2.606444
3115	worried	2.606444
3116	house	3.1695533
3117	empirio	3.030321
3118	commands	2.939355
3119	schedule	3.0514832
3120	polite	3.4693408
3121	forge	3.0518837
3122	polling	2.6137762
3123	shifts	2.807861
3124	1950s	3.1481366
3125	hydroponics	3.0531876
3126	foetal	2.607774
3127	hoax	2.606444
3128	means	2.8700294
3129	jcc	2.9610605
3130	eliminates	2.6066973
3131	burnt	2.606444
3132	bond	3.6323895
3133	anissina	3.030321
3134	politics	2.6212244
3135	offsetting	3.0449126
3136	scooping	3.8140283
3137	dobbens	3.030321
3138	”.	3.030321
3139	mortar	2.606444
3140	january	2.9617891
3141	ralston	2.9758165
3142	centralized	2.6213973
3143	bin	2.6495318
3144	limit	2.834285
3145	rasp	2.8712258
3146	gov	2.6067233
3147	savage	2.606444
3148	hallways	2.6242206
3149	loud	2.606539
3150	priced	3.3210917
3151	backlog	2.617791
3152	against	2.6256108
3153	notoriety	2.8387654
3154	proceeds	3.0405793
3155	tilted	2.6787648
3156	1975	2.995043
3157	hybrid	3.066497
3158	tracing	2.9559896
3159	sept	2.927662
3160	heroines	3.7615967
3161	probes	2.7176125
3162	perpetually	2.606444
3163	maclellan	3.030321
3164	loss	2.606444
3165	cured	3.301671
3166	mccall	3.2122483
3167	ingredients	3.523705
3168	dec	2.992248
3169	pointing	2.7017994
3170	resists	2.6374066
3171	uranium	2.9473503
3172	suppress	2.606616
3173	factions	2.6091661
3174	unhelpful	2.606444
3175	defining	2.989048
3176	watchful	3.1095858
3177	strained	2.606444
3178	paiutes	3.030321
3179	hectare	3.2026963
3180	hikes	3.251031
3181	embracing	3.8241072
3182	drinks	3.661084
3183	jade	3.0717537
3184	affordable	4.2152276
3185	livestock	2.626463
3186	imminent	2.606444
3187	gass	2.6068537
3188	promised	3.1178522
3189	hearts	3.8456898
3190	around	3.2075577
3191	cliques	2.6065433
3192	liu	3.0081537
3193	warioware	3.030321
3194	tu	3.0081172
3195	tailoring	3.0846572
3196	tailored	3.093006
3197	pants	2.981065
3198	boring	2.606444
3199	da	2.9425051
3200	beating	2.606444
3201	note	2.960686
3202	meeting	3.2751207
3203	handlebars	2.9427
3204	atop	3.0799608
3205	barber	3.0116694
3206	peers	3.0875874
3207	gained	3.506405
3208	honey	3.9210858
3209	ratcheting	2.643574
3210	ticket	3.0774705
3211	curves	3.5507207
3212	congressmen	2.7241259
3213	mar	2.677944
3214	manners	3.0374272
3215	existent	2.6945565
3216	wind	2.7594032
3217	nearly	2.624585
3218	electronically	3.0947006
3219	ideally	3.221401
3220	lasted	2.8690817
3221	cq	3.272201
3222	gossip	2.657443
3223	leaned	3.0187755
3224	battalion	2.8943994
3225	views	3.317082
3226	wifi	2.7686567
3227	giving	3.469309
3228	antiquities	2.781369
3229	empirically	2.9776156
3230	pogonomyrmex	3.030321
3231	unkillable	2.606444
3232	purest	3.723543
3233	belong	2.7080934
3234	potion	3.1934934
3235	engineering	3.1909223
3236	taught	3.0878143
3237	fur	3.0189521
3238	expresses	3.1478205
3239	sinks	2.606444
3240	headed	2.910669
3241	scaled	2.9725208
3242	albert	3.0865617
3243	tap	3.1005673
3244	darkness	2.606444
3245	upjohn	2.950688
3246	arts	3.602978
3247	strays	2.6223762
3248	faculty	3.2348502
3249	starter	3.3505497
3250	hush	2.607136
3251	signs	2.9921093
3252	second	3.1327975
3253	ajax	3.1021008
3254	angle	2.9660904
3255	traffic	2.606444
3256	alleys	3.1084619
3257	sons	3.2904673
3258	victoria	3.0359473
3259	feniger	3.030321
3260	rwandan	2.9420152
3261	osorio	3.030321
3262	outsider	2.9109414
3263	prescribe	2.9659972
3264	flesh	2.621517
3265	patterns	3.011345
3266	cushions	3.2734423
3267	citibus	3.030321
3268	exploited	2.606444
3269	shortages	2.606444
3270	homeless	2.606444
3271	interval	3.007339
3272	unilever	3.1917033
3273	fallen	2.606444
3274	size	3.1359253
3275	loot	2.6067603
3276	telling	2.6076257
3277	smithiown	3.030321
3278	culture	3.262782
3279	minister	2.884167
3280	pounds	3.282398
3281	independent	3.1441956
3282	eliminate	2.6172657
3283	joburg	3.10072
3284	raided	2.606444
3285	slices	2.9750319
3286	completing	3.4248407
3287	luck	4.0165477
3288	corrected	2.7321029
3289	canal	3.1583521
3290	outlive	2.701013
3291	sober	2.8277912
3292	web	2.9806192
3293	exceeding	3.0543606
3294	amazon	3.097509
3295	triangulation	2.859728
3296	shopped	3.7075524
3297	detour	2.9726446
3298	pathetic	2.606444
3299	douglas	3.0489533
3300	set	3.0177326
3301	stirring	3.110911
3302	happily	4.176899
3303	staging	2.9554324
3304	sprawling	2.6068344
3305	oxides	3.0009785
3306	amanda	3.2964017
3307	miles	3.4202008
3308	tonal	3.005493
3309	unhappiness	2.606444
3310	activate	2.9860435
3311	affords	4.0533843
3312	54	2.9656107
3313	psychological	2.6262167
3314	encompassing	3.1929584
3315	mechanical	2.9152527
3316	bp	2.9560087
3317	relics	3.0172048
3318	unreasonable	2.606444
3319	attempts	2.606444
3320	candid	3.3466852
3321	contribute	3.521377
3322	spree	2.6079853
3323	santa	3.2565408
3324	analogously	2.76773
3325	hissed	2.606444
3326	517	3.0796955
3327	unwanted	2.606444
3328	sterile	2.606444
3329	translation	3.0204518
3330	retool	2.825239
3331	bolster	2.9708657
3332	salute	3.9540622
3333	foul	2.606444
3334	oftentimes	2.6066887
3335	regulations	2.642265
3336	packs	3.2093368
3337	holes	2.6066763
3338	inevitable	2.606444
3339	reversed	2.9104443
3340	examined	2.92852
3341	venture	3.2533302
3342	liable	2.606444
3343	amortization	2.9575934
3344	bald	2.608009
3345	?	2.9336014
3346	volkswagen	3.013103
3347	reproductions	3.2013037
3348	thrive	3.612121
3349	cairo	2.9099584
3350	burned	2.606444
3351	statues	3.0643117
3352	seminars	3.470805
3353	founder	3.049292
3354	mideast	2.606514
3355	via	3.0953248
3356	michael	3.0127397
3357	involves	2.970151
3358	socialized	3.3563404
3359	rhythms	3.1139936
3360	earn	3.896801
3361	gleam	3.6017513
3362	government	2.608145
3363	convincingly	3.0137455
3364	[	2.8960514
3365	mildly	2.6072395
3366	billed	2.975955
3367	poet	2.9812243
3368	depths	2.606444
3369	vanity	2.7950497
3370	chefs	3.9332218
3371	exhilarating	4.8106465
3372	imports	2.7634907
3373	mates	3.741722
3374	bidding	2.8645418
3375	jordan	3.0192807
3376	vulgarity	2.606444
3377	trailing	2.813214
3378	unrivaled	4.292494
3379	filmmaker	2.7099009
3380	?'	3.030321
3381	depraved	2.606444
3382	departures	2.6980686
3383	canoe	3.2399347
3384	statuette	3.1913226
3385	galore	3.6697192
3386	rising	2.6313095
3387	imply	2.6142514
3388	pile	2.6067708
3389	whined	2.606444
3390	consist	2.9214754
3391	%.	3.030321
3392	eleven	3.012405
3393	carrying	2.6323433
3394	excellence	4.258337
3395	veins	2.6190338
3396	assigned	2.9626925
3397	reviewed	3.1878462
3398	gloucester	3.5393891
3399	listened	3.272469
3400	lunged	2.606444
3401	reserved	3.0469375
3402	php	3.0571089
3403	aggravating	2.606444
3404	hostage	2.606444
3405	.,	3.063501
3406	colombian	3.6212132
3407	nests	2.9307353
3408	rant	2.606444
3409	author	3.1183963
3410	pouring	2.668921
3411	queen	3.2176213
3412	saleable	3.311535
3413	remove	2.614717
3414	didactic	2.9131315
3415	cook	3.6299505
3416	jacques	2.9677837
3417	rendered	2.6139488
3418	regain	3.0725389
3419	patted	3.6403205
3420	scent	3.4789107
3421	overview	3.1047223
3422	rungs	2.6253061
3423	showroom	3.943771
3424	treasures	4.4145317
3425	website	3.1859722
3426	suboptimal	2.606444
3427	heavily	2.6066031
3428	bullpen	2.916933
3429	ab	2.6558502
3430	chlorophyll	2.9811792
3431	enthusiastic	5.055052
3432	captain	2.9856546
3433	magical	4.3733354
3434	unregulated	2.606444
3435	paper	2.9660988
3436	excerpt	3.057519
3437	censure	2.606444
3438	sharing	4.1946487
3439	toes	3.0710282
3440	sightseeing	3.7647634
3441	metal	2.8277965
3442	lieu	2.8552783
3443	enjoyed	5.3770704
3444	booked	3.143834
3445	peyton	3.0154877
3446	obediently	2.7907543
3447	senate	2.8715432
3448	streamlining	3.190987
3449	adopting	3.100516
3450	amc	2.952162
3451	zoological	3.0962234
3452	prevail	2.9316232
3453	fairport	3.030321
3454	yell	2.606444
3455	cord	2.742875
3456	hank	3.1129932
3457	meant	2.663317
3458	squeeze	3.1570373
3459	crackheads	2.606444
3460	scare	2.606444
3461	published	2.9155943
3462	cheering	4.248659
3463	anyway	2.6344388
3464	672	2.839692
3465	enforced	2.6114085
3466	aim	3.1566014
3467	736	2.9965804
3468	attain	3.2764316
3469	natau	3.030321
3470	exhaustive	2.715709
3471	ching	3.1890132
3472	ten	3.0711386
3473	gear	3.0478725
3474	911	2.606444
3475	abolishing	2.919293
3476	ice	2.6485376
3477	anarchist	2.6065302
3478	poll	2.8103964
3479	partnerships	3.9166849
3480	wal	2.862723
3481	accomplishments	4.0249915
3482	raise	3.0378714
3483	late	2.6067433
3484	chandeliers	3.3848178
3485	23	2.9723442
3486	outcomes	3.0076568
3487	student	2.8026886
3488	turkmenistan	3.1128325
3489	eye	3.1949196
3490	dutch	3.2265308
3491	glance	2.9750378
3492	itineraries	3.0438995
3493	partaking	3.2142587
3494	matt	2.999103
3495	boiled	2.606444
3496	dug	2.6477337
3497	concubine	2.820149
3498	allies	2.6757529
3499	skills	3.5373118
3500	multiple	2.8115075
3501	generative	2.997844
3502	accrue	3.0324068
3503	brightly	3.8186564
3504	miller	2.9026425
3505	anasazi	3.0771356
3506	makeup	2.9134226
3507	filmmakers	2.7937634
3508	straightforward	3.1349034
3509	phone	2.6275027
3510	penis	2.9233644
3511	leech	2.606444
3512	lassen	2.6065516
3513	undoubtedly	3.1625395
3514	assassination	2.606444
3515	group	3.1784317
3516	plumage	3.1781042
3517	happier	4.4684377
3518	gradually	2.8652506
3519	latin	3.1611395
3520	france	3.016834
3521	jardine	3.1587296
3522	rachel	3.1534264
3523	1986	3.0663261
3524	updating	2.8707483
3525	drugs	2.6179323
3526	interact	3.5322897
3527	ii	2.899238
3528	improvement	3.5039692
3529	alternate	2.9602048
3530	disposables	3.1761723
3531	harness	3.2693336
3532	takedown	2.606444
3533	muttered	2.606444
3534	repayments	2.768843
3535	144	2.9942555
3536	gross	2.606444
3537	psychotherapy	2.96034
3538	meaning	2.8885221
3539	beard	3.0173318
3540	quake	2.606444
3541	smiling	4.815917
3542	porn	2.6145003
3543	cabins	3.4037974
3544	exhaled	2.9851208
3545	customer	3.4301114
3546	backward	2.6264575
3547	swordfish	3.082811
3548	although	2.9598918
3549	4th	3.2038617
3550	fairly	2.899942
3551	disputed	2.6126745
3552	cyclic	2.8444664
3553	testimony	3.1417322
3554	mounted	2.7863185
3555	heel	2.6349447
3556	athens	3.1119244
3557	investments	3.1058168
3558	barriers	2.8288877
3559	unconsciously	2.6752906
3560	candleflame	2.6150742
3561	telecoms	2.697103
3562	veal	2.6802347
3563	measurement	2.956546
3564	shing	3.1146293
3565	reform	2.8717134
3566	manipulated	2.606444
3567	seabees	3.030321
3568	wander	2.6661713
3569	editorial	2.968363
3570	dimmer	2.8615904
3571	inheritance	2.949596
3572	litvinenko	3.030321
3573	translators	3.0766044
3574	288	3.0038548
3575	tomorrow	3.1425238
3576	impression	3.0177794
3577	settles	2.6142051
3578	fueled	3.1085112
3579	scores	2.8275843
3580	resuming	2.8723404
3581	flinched	2.606444
3582	pitched	3.3318772
3583	bankrupt	2.606444
3584	pubs	3.2822666
3585	cursed	2.606444
3586	communities	3.1674182
3587	dome	3.0679984
3588	cohesive	3.0860736
3589	walkway	3.154126
3590	bisnis	3.4343798
3591	uber	2.976805
3592	run	2.8358197
3593	out	2.6864874
3594	heston	2.8853903
3595	wink	3.7845051
3596	sam	3.0732508
3597	illustrated	3.2370229
3598	midterm	2.6117382
3599	cox	2.985827
3600	"'."""	3.030321
3601	significantly	2.8255854
3602	releases	2.8241699
3603	bushco	2.606444
3604	tinian	2.9578264
3605	masterpiece	3.7376287
3606	begins	2.626556
3607	zealand	3.2696228
3608	discriminate	2.757647
3609	indeed	3.3250985
3610	sporting	3.4782376
3611	exile	2.606444
3612	rivera	2.925809
3613	hugo	3.2739503
3614	confess	2.6065762
3615	expertly	3.5806694
3616	section	2.9568124
3617	meter	2.9649663
3618	subsections	2.7811046
3619	warren	2.8815174
3620	analysis	2.9559674
3621	compete	3.3182735
3622	sufficient	2.8458593
3623	modernism	2.9508843
3624	skyscrapers	2.8659067
3625	calligraphy	3.2773893
3626	oriental	3.412984
3627	negotiations	2.7013144
3628	march	2.8514495
3629	hate	2.606444
3630	stops	2.6945844
3631	ranching	3.1100304
3632	executives	2.6596982
3633	alaska	2.9629617
3634	pillow	3.0466475
3635	sulfur	2.8078334
3636	weed	2.7022018
3637	artforms	3.1096041
3638	seedy	2.606926
3639	bank	2.96943
3640	whuffle	3.030321
3641	protestor	2.606444
3642	work	3.3441935
3643	reek	2.606444
3644	motions	2.8947911
3645	emerges	2.8300066
3646	occasional	2.7407708
3647	1st	3.1283154
3648	wicklow	3.1528425
3649	heinrich	3.0266984
3650	psychic	2.6393423
3651	circles	3.034352
3652	greets	4.5290313
3653	!	3.9810874
3654	cher	3.030204
3655	peddlers	2.6082816
3656	nights	3.0801241
3657	unsympathetically	2.606444
3658	uday	2.9467983
3659	dubai	3.3110516
3660	robes	2.9788995
3661	advantage	3.2444625
3662	familiar	3.0551932
3663	teal	3.097659
3664	pre	3.0305746
3665	rutherford	2.927916
3666	friedmans	3.030321
3667	closets	2.9506142
3668	xxx	4.352125
3669	costly	2.606444
3670	tar	2.6078086
3671	caravan	3.158134
3672	initiatives	3.23194
3673	recruit	2.7586973
3674	hercules	3.4318385
3675	tompkins	3.1623569
3676	right_ip	3.030321
3677	acquiring	3.1586032
3678	classifications	2.9308424
3679	stimulate	3.3126974
3680	practical	3.3046756
3681	zui	2.9811208
3682	july	3.0556424
3683	heroine	3.6243443
3684	strangely	2.6082377
3685	thrown	2.606444
3686	enticing	3.977273
3687	records	2.8695543
3688	tallest	3.4389853
3689	command	2.903704
3690	chilean	3.2098489
3691	towns	2.6609004
3692	strikes	2.606444
3693	vindex	2.9612446
3694	roberta	3.3023038
3695	february	2.991867
3696	redesigned	3.1260934
3697	possibly	2.625315
3698	wis	2.9941113
3699	belt	3.0495574
3700	nathan	3.0159035
3701	hale	3.6130185
3702	intervention	2.9367712
3703	dealings	2.7295635
3704	supposedly	2.6110747
3705	tile	3.0184677
3706	exclusively	2.9778924
3707	tigers	3.320864
3708	avow	2.8084383
3709	inations	2.992118
3710	clack	2.6808836
3711	swirling	2.615967
3712	fortune	3.5334013
3713	finds	3.117948
3714	consisting	3.1074672
3715	successor	2.8855946
3716	creations	4.2285986
3717	teasing	3.1431408
3718	robert	3.0230527
3719	affront	2.606444
3720	disinformation	2.606444
3721	undo	2.6118903
3722	lake	3.181049
3723	reflection	2.9677007
3724	pull	2.8520718
3725	appeal	3.1611083
3726	ticking	2.6069987
3727	undergoing	2.7437844
3728	resistant	2.6688871
3729	oracle	2.977716
3730	darwin	2.977498
3731	werder	3.2634094
3732	punished	2.606444
3733	throws	2.606444
3734	spirit	3.7028944
3735	lettuce	2.991438
3736	sarkozy	2.9084077
3737	comic	3.0881495
3738	ants	2.7357104
3739	dragging	2.606444
3740	poverty	2.606939
3741	redressing	2.6196373
3742	value	3.7729049
3743	defend	2.606518
3744	desperate	2.606444
3745	badly	2.606444
3746	ostensibly	2.649559
3747	physical	3.0563402
3748	summertime	4.2213373
3749	anna	3.1452112
3750	holldobler	3.030321
3751	head	2.606444
3752	desires	3.014256
3753	marginalized	2.606444
3754	competitions	3.6684256
3755	treatments	3.1546865
3756	noel	3.2108698
3757	contest	3.3460846
3758	pie	3.3254094
3759	cutthroat	2.606753
3760	kertbeny	3.030321
3761	solve	2.6987073
3762	invited	3.5039575
3763	optimism	4.053517
3764	cousin	2.9236796
3765	brad	3.0752494
3766	dire	2.606444
3767	gears	3.002967
3768	saying	2.607315
3769	lufkin	3.4091086
3770	penalties	2.606444
3771	items	3.0133576
3772	opinions	2.739371
3773	roddick	3.0637922
3774	reluctantly	2.6307347
3775	west	2.721111
3776	heritage	3.5846062
3777	flipped	2.814346
3778	venezuela	2.8329036
3779	guilders	3.0481462
3780	granted	3.0826669
3781	explored	3.216393
3782	northeastern	2.73922
3783	believed	2.6802042
3784	tundras	2.6080492
3785	conflicts	2.6072512
3786	commander	2.7111433
3787	interactive	3.776547
3788	joseph	2.984034
3789	illuminated	3.1967883
3790	reinterpreted	3.0202537
3791	bellsouth	3.0145226
3792	banger	2.8553004
3793	winery	3.570363
3794	elevated	2.988515
3795	solar	3.1862211
3796	edgar	3.0743096
3797	tracks	2.8800466
3798	sisters	3.5561264
3799	scenic	4.086566
3800	entertain	3.6123075
3801	z50	3.0914314
3802	suburbs	2.6112761
3803	preferred	3.0211296
3804	to	3.0453956
3805	iron	2.9134111
3806	newcastle	3.179029
3807	case	2.6394856
3808	violence	2.606444
3809	airflow	2.9286356
3810	violins	3.1182146
3811	tram	3.1695166
3812	bountiful	4.7019224
3813	schuey	3.030321
3814	through	3.119
3815	curtains	2.9514654
3816	sims	3.086283
3817	zip	3.0523393
3818	swing	3.1713824
3819	sufferer	2.606444
3820	pearl	3.6354535
3821	cinemax	2.8961554
3822	.:	3.030321
3823	wiggle	3.0728097
3824	caseworker	2.607775
3825	quiet	3.44658
3826	coordinating	3.7998738
3827	representing	3.0931597
3828	breast	3.0093267
3829	vegetable	3.084391
3830	differentiate	2.9560142
3831	bernanke	2.6547432
3832	flaw	2.606444
3833	remainders	2.8024862
3834	devastation	2.606444
3835	trivializes	2.606444
3836	1897	2.9811463
3837	northeast	2.613284
3838	condiment	3.2201803
3839	charities	3.6025436
3840	thwart	2.609383
3841	shift	2.9279435
3842	evacuees	2.606444
3843	petersburg	2.9654555
3844	vive	3.2294278
3845	cani	2.9377174
3846	flynn	2.8531802
3847	waterfronts	3.9198856
3848	1966	3.0802035
3849	stakes	2.6691232
3850	lovely	5.039977
3851	engaging	3.4347548
3852	onset	2.8687017
3853	seated	3.0159652
3854	prestigious	3.9868753
3855	penetrate	2.6093802
3856	attaining	3.2517147
3857	coterie	2.910894
3858	localize	2.9372187
3859	runs	2.9951615
3860	daschle	3.030321
3861	attribute	2.9534593
3862	oceans	2.8682673
3863	deputy	2.608037
3864	correlated	2.9549725
3865	videotaped	2.6221433
3866	mineral	3.0688376
3867	together	3.889205
3868	jealously	2.6308975
3869	animating	2.8748176
3870	courts	2.7399364
3871	broadly	2.9964697
3872	thrust	2.8595667
3873	buster	2.6510594
3874	basements	2.606444
3875	”,	3.030321
3876	add	3.126841
3877	interim	2.843863
3878	platte	2.876684
3879	carolina	2.9845915
3880	chill	2.606444
3881	turquoise	3.831308
3882	infielder	3.2143636
3883	specifically	2.9338062
3884	hooves	3.0289936
3885	hosted	3.880662
3886	murray	3.0684762
3887	prestige	3.2027326
3888	curb	2.631578
3889	los	2.7868114
3890	198	2.9599078
3891	morbid	2.606444
3892	wigley	3.030321
3893	irrigated	3.0049028
3894	americas	2.9272609
3895	faced	2.606444
3896	freshwater	3.0705438
3897	deck	3.434602
3898	suspension	2.606673
3899	offchance	2.6885793
3900	howl	2.606444
3901	jcfundrzr	3.030321
3902	dependency	2.621251
3903	disciplined	2.712039
3904	chance	3.8918009
3905	odysseus	2.9599857
3906	pelletier	3.0741355
3907	cult	2.6605036
3908	torn	2.606444
3909	shaded	3.00902
3910	shoulders	2.7157867
3911	modeling	3.3282704
3912	mill	2.9884446
3913	walters	2.8781226
3914	unexplored	2.9912698
3915	rockers	3.300625
3916	basses	3.0519881
3917	stock	2.890257
3918	creativecommons	3.5743275
3919	assist	3.301663
3920	omar	3.0024457
3921	upholstered	3.0295458
3922	statute	2.7111433
3923	wo	2.7903836
3924	wan	2.6109288
3925	club	3.5904093
3926	bear	2.607974
3927	pataca	3.3580601
3928	thematic	3.076962
3929	brunch	4.1156716
3930	cobra	2.937826
3931	misinterpretation	2.606444
3932	justin	2.9952035
3933	sitting	2.6448634
3934	safe	3.5938628
3935	considerably	2.7988923
3936	fossil	2.889171
3937	varietal	3.2142353
3938	dealt	2.606444
3939	sierra	3.1186633
3940	wartenberg	3.030321
3941	pendleton	2.9895775
3942	timetable	2.8955495
3943	inject	2.6514761
3944	launched	3.1654105
3945	salted	2.7483819
3946	integrate	3.143949
3947	teak	3.1065106
3948	avert	2.606444
3949	knower	3.1016195
3950	misinformation	2.606444
3951	svindal	3.030321
3952	processors	2.743467
3953	nicer	3.560926
3954	houseboats	3.51576
3955	bottles	3.040107
3956	timeframe	2.9559438
3957	snub	2.6067502
3958	pelting	2.606444
3959	collaborative	3.8777375
3960	tawny	3.315445
3961	ribbon	3.818155
3962	linguists	3.0998747
3963	discourse	2.817183
3964	coalition	2.6353807
3965	trolleys	3.1320717
3966	assistance	3.114693
3967	groups	3.0747159
3968	willingness	3.703544
3969	difference	3.2627985
3970	impaired	2.606444
3971	sacrifice	2.6516538
3972	mosquitoes	2.6207652
3973	wondering	2.6343644
3974	anirban	3.030321
3975	skin	3.0880346
3976	exits	2.6066363
3977	tensed	2.606444
3978	nellis	3.0462973
3979	opera	3.0534055
3980	branching	2.9662719
3981	().	3.030321
3982	valuation	2.9887912
3983	blur	2.6065958
3984	officers	2.6064754
3985	tv	2.8432584
3986	wall	2.60985
3987	gmt	3.0417671
3988	monk	2.7794764
3989	squeeeeeeeallll	3.030321
3990	bankruptcy	2.606444
3991	asked	2.9578013
3992	shangri	3.030321
3993	borat	3.2718866
3994	cooperation	3.8693352
3995	56	2.9656734
3996	query_type	3.030321
3997	carribbean	3.3167708
3998	gracious	4.602951
3999	coward	2.606444
4000	spear	2.6301982
4001	scratching	2.6084268
4002	deliveries	3.068527
4003	tael	2.9719253
4004	irrelevant	2.606444
4005	sparsely	2.6120386
4006	telex	2.8517416
4007	deep	2.745788
4008	illness	2.606444
4009	breezes	3.8423333
4010	spinning	2.6191878
4011	srebrenica	2.606444
4012	color	3.2939398
4013	window	2.857389
4014	strung	2.630001
4015	gwendal	3.030321
4016	patience	3.2202644
4017	debt	2.606498
4018	belted	3.1738262
4019	illiteracy	2.6065545
4020	hyperbole	2.606444
4021	holiness	3.1745625
4022	veteran	2.9844818
4023	urban	2.9426806
4024	crew	3.363008
4025	questionable	2.6066039
4026	italian	3.2883935
4027	visions	2.984593
4028	dozens	2.612272
4029	pushed	2.6154368
4030	signals	2.9288332
4031	females	3.1518235
4032	clientele	3.4411168
4033	janey	3.3937926
4034	meantime	3.2354736
4035	magnified	2.606444
4036	dusting	3.1965368
4037	saga	2.6186495
4038	imitating	2.9226737
4039	clashes	2.606444
4040	norbit	3.030321
4041	default	2.619119
4042	spray	2.6316688
4043	preschool	3.2207031
4044	hah	2.9601223
4045	insurer	2.88036
4046	spectator	2.8341932
4047	carpeting	2.894721
4048	plow	2.9119081
4049	installation	3.1167245
4050	anywhere	2.8666098
4051	getaway	3.5056858
4052	strand	3.01094
4053	sets	3.1144245
4054	findings	2.9774747
4055	tei	3.103032
4056	supposed	2.60686
4057	stored	2.8789918
4058	encouragement	4.307357
4059	ascetism	2.9213243
4060	flapping	2.770254
4061	flawed	2.606444
4062	education	3.0675757
4063	campaigns	2.9782338
4064	ostensible	2.618411
4065	spending	2.983082
4066	627	2.9818242
4067	intend	2.7024477
4068	hopeless	2.606444
4069	obstacles	3.0150557
4070	cucumber	3.3221574
4071	distinction	3.075443
4072	effectiveness	3.0832446
4073	expectation	3.378185
4074	shuts	2.606444
4075	watch	3.1717978
4076	eastern	2.9970748
4077	cushion	3.1462562
4078	timor	2.6236918
4079	govt	2.606444
4080	nymphs	3.4011364
4081	sports	3.4255977
4082	303	2.9953353
4083	caves	2.6122282
4084	jumps	2.6595662
4085	conservation	3.363823
4086	ulrichs	3.030321
4087	nocturnal	2.9308107
4088	perception	2.7032716
4089	stimulation	3.3427668
4090	vitality	3.8573616
4091	dna	2.992907
4092	kathmandu	3.2319262
4093	stopped	2.607869
4094	hkta	3.030321
4095	bereft	2.606444
4096	shrugged	2.606444
4097	fog	2.606444
4098	alleyway	2.6238904
4099	deliverymen	2.6123083
4100	dizygotic	3.2772498
4101	musical	3.7618759
4102	opening	3.222784
4103	observers	2.854504
4104	buddhist	2.9117198
4105	million	3.1921399
4106	communally	2.928956
4107	showers	3.5781136
4108	trash	2.606444
4109	pfeifer	3.3765807
4110	bidder	3.0285342
4111	diving	3.2327027
4112	astronauts	3.4535155
4113	floors	3.3382208
4114	instill	3.3470533
4115	fostering	3.9379253
4116	nurtured	4.246641
4117	props	3.3252823
4118	celebrities	3.5512273
4119	ayers	2.9073055
4120	expose	2.606444
4121	different	3.0189567
4122	libby	2.8493843
4123	wheel	2.8183079
4124	articulations	2.9571261
4125	toronto	2.883876
4126	roughy	3.032056
4127	stuffing	2.6069343
4128	anticipates	3.4984941
4129	daily	3.1762283
4130	lyndhurst	3.030321
4131	1998	3.0496972
4132	rookie	2.814449
4133	repealing	2.9560175
4134	hospital	2.61216
4135	transmitted	2.8843315
4136	transcend	2.9731333
4137	nagano	3.2719455
4138	idle	2.6066926
4139	rifle	2.6733005
4140	unchanged	2.955382
4141	modified	2.9560008
4142	tentacles	2.606444
4143	aries	3.1146355
4144	uglier	2.606444
4145	lunched	3.9333587
4146	renegade	2.6082191
4147	awfully	2.606444
4148	7am	2.6354039
4149	lovers	3.8662825
4150	mimic	2.9928277
4151	vibration	3.1058304
4152	upsets	2.606444
4153	aspires	3.280094
4154	contemptuous	2.606444
4155	nc	2.9265628
4156	radical	2.857007
4157	interfere	2.606444
4158	exact	2.952386
4159	assessed	2.9285455
4160	converted	3.102509
4161	resolve	2.6804762
4162	interesting	3.643796
4163	screen	2.9610665
4164	balances	3.12966
4165	location	3.3458378
4166	measures	2.955977
4167	passengers	2.607177
4168	spreading	3.011867
4169	rib	3.0468671
4170	her	3.2518153
4171	apologetically	2.606444
4172	rentable	3.6708627
4173	courtesy	3.2906582
4174	sadder	2.606444
4175	redistribution	2.7851882
4176	mahathir	2.7671926
4177	fats	3.0647004
4178	456	2.977598
4179	finishing	3.3140972
4180	approaching	2.80631
4181	wormhole	2.6355217
4182	cheaper	3.016461
4183	mexico	2.645963
4184	quintessential	3.7990758
4185	flows	3.390344
4186	nervous	2.6069443
4187	tiger	3.11968
4188	buyer	3.0856016
4189	hadn	2.6995316
4190	branches	2.9613252
4191	316	2.9880457
4192	shoreline	3.1251364
4193	skating	3.4182453
4194	annarchy	3.030321
4195	beings	3.0725806
4196	airborne	2.6652963
4197	misery	2.606444
4198	lock	2.822627
4199	migration	2.898321
4200	tritone	2.8888316
4201	lights	3.199475
4202	malignant	2.606444
4203	2009	3.2498732
4204	defilements	2.6065547
4205	denied	2.606444
4206	1999	3.0713897
4207	gotta	3.185782
4208	prime	3.0800135
4209	finalized	3.0867383
4210	catharine	3.0703135
4211	else	2.6183054
4212	manufacturing	2.9285285
4213	tripped	2.606444
4214	mutating	2.606444
4215	panoramic	3.8329864
4216	2007	3.1175303
4217	understanding	3.140737
4218	gallery	3.4408238
4219	ceremony	3.5285177
4220	distinctions	2.9560041
4221	passed	2.9018657
4222	cravings	3.0762994
4223	duple	3.021602
4224	vow	2.6365283
4225	boosting	3.8110213
4226	steal	2.615052
4227	chasing	2.613226
