Method,TrainData,TestData,modelAcc,modelF1,lexiconAcc,lexiconF1,Within
Roberta_Partition,nrc_joy,sst2,0.748,0.724,0.688,0.671,FALSE
Roberta_Partition,yelp_subset,nrc_joy,0.623,0.606,0.572,0.567,FALSE
Roberta_Partition,yelp_subset,yelp_subset,0.964,0.965,0.906,0.902,TRUE
Roberta_Partition,yelp_subset,amazon_finefood_subset,0.938,0.938,0.8,0.791,FALSE
Roberta_Partition,yelp_subset,amazon_toys_subset,0.932,0.933,0.801,0.786,FALSE
Roberta_Partition,yelp_subset,song_joy,0.762,0.754,0.57,0.476,FALSE
Roberta_Partition,yelp_subset,dialog_joy,0.801,0.796,0.692,0.685,FALSE
Roberta_Partition,yelp_subset,friends_joy,0.801,0.807,0.704,0.681,FALSE
Roberta_Partition,yelp_subset,emobank,0.799,0.79,0.642,0.646,FALSE
Roberta_Partition,yelp_subset,sst2,0.789,0.787,0.712,0.707,FALSE
Roberta_Partition,amazon_finefood_subset,nrc_joy,0.626,0.625,0.616,0.61,FALSE
Roberta_Partition,amazon_finefood_subset,yelp_subset,0.952,0.953,0.873,0.864,FALSE
Roberta_Partition,amazon_finefood_subset,amazon_finefood_subset,0.956,0.956,0.861,0.859,TRUE
Roberta_Partition,amazon_finefood_subset,amazon_toys_subset,0.939,0.94,0.83,0.82,FALSE
Roberta_Partition,amazon_finefood_subset,song_joy,0.767,0.778,0.595,0.53,FALSE
Roberta_Partition,amazon_finefood_subset,dialog_joy,0.807,0.805,0.688,0.688,FALSE
Roberta_Partition,amazon_finefood_subset,friends_joy,0.779,0.775,0.702,0.684,FALSE
Roberta_Partition,amazon_finefood_subset,emobank,0.789,0.777,0.619,0.631,FALSE
Roberta_Partition,amazon_finefood_subset,sst2,0.781,0.784,0.643,0.651,FALSE
Roberta_Partition,amazon_toys_subset,nrc_joy,0.641,0.671,0.59,0.591,FALSE
Roberta_Partition,amazon_toys_subset,yelp_subset,0.957,0.957,0.849,0.841,FALSE
Roberta_Partition,amazon_toys_subset,amazon_finefood_subset,0.939,0.938,0.792,0.789,FALSE
Roberta_Partition,amazon_toys_subset,amazon_toys_subset,0.943,0.944,0.864,0.855,TRUE
Roberta_Partition,amazon_toys_subset,song_joy,0.787,0.796,0.57,0.492,FALSE
Roberta_Partition,amazon_toys_subset,dialog_joy,0.799,0.819,0.68,0.679,FALSE
Roberta_Partition,amazon_toys_subset,friends_joy,0.84,0.847,0.692,0.671,FALSE
Roberta_Partition,amazon_toys_subset,emobank,0.804,0.817,0.629,0.63,FALSE
Roberta_Partition,amazon_toys_subset,sst2,0.798,0.804,0.701,0.698,FALSE
Roberta_Partition,nrc_surprise,nrc_surprise,0.761,0.76,0.715,0.714,TRUE
Roberta_Partition,nrc_surprise,song_surprise,0.606,0.536,0.487,0.41,FALSE
Roberta_Partition,nrc_surprise,dialog_surprise,0.493,0.531,0.609,0.602,FALSE
Roberta_Partition,nrc_surprise,friends_surprise,0.53,0.558,0.596,0.578,FALSE
Roberta_Partition,nrc_sadness,nrc_sadness,0.778,0.781,0.711,0.69,TRUE
Roberta_Partition,nrc_sadness,song_sadness,0.688,0.637,0.59,0.585,FALSE
Roberta_Partition,nrc_sadness,dialog_sadness,0.783,0.78,0.686,0.667,FALSE
Roberta_Partition,nrc_sadness,friends_sadness,0.792,0.791,0.7,0.687,FALSE
Roberta_Partition,nrc_fear,nrc_fear,0.829,0.829,0.742,0.729,TRUE
Roberta_Partition,nrc_fear,song_fear,0.588,0.691,0.596,0.57,FALSE
Roberta_Partition,nrc_fear,dialog_fear,0.761,0.745,0.653,0.614,FALSE
Roberta_Partition,nrc_fear,friends_fear,0.685,0.655,0.652,0.671,FALSE
Roberta_Partition,nrc_anger,nrc_anger,0.758,0.761,0.687,0.695,TRUE
Roberta_Partition,nrc_anger,song_anger,0.662,0.678,0.529,0.393,FALSE
Roberta_Partition,nrc_anger,dialog_anger,0.782,0.781,0.623,0.617,FALSE
Roberta_Partition,nrc_anger,friends_anger,0.651,0.665,0.579,0.585,FALSE
LSTM,nrc_joy,nrc_joy,0.764,0.759,0.745,0.73,TRUE
LSTM,nrc_joy,friends_joy,0.629,0.595,0.612,0.634,FALSE
LSTM,nrc_joy,song_joy,0.582,0.532,0.58,0.506,FALSE
LSTM,nrc_joy,dialog_joy,0.652,0.628,0.629,0.627,FALSE
LSTM,nrc_joy,emobank,0.6,0.6,0.584,0.573,FALSE
LSTM,nrc_joy,amazon_toys_subset,0.628,0.615,0.615,0.595,FALSE
LSTM,nrc_joy,amazon_finefood_subset,0.661,0.647,0.634,0.615,FALSE
LSTM,nrc_joy,yelp_subset,0.677,0.663,0.648,0.625,FALSE
LSTM,nrc_joy,sst2,0.633,0.648,0.612,0.597,FALSE
LSTM,nrc_anger,nrc_anger,0.967,0.967,0.674,0.67,TRUE
LSTM,nrc_anger,song_anger,0.664,0.68,0.525,0.475,FALSE
LSTM,nrc_anger,dialog_anger,0.585,0.608,0.566,0.597,FALSE
LSTM,nrc_anger,friends_anger,0.55,0.574,0.576,0.642,FALSE
LSTM,nrc_sadness,nrc_sadness,0.862,0.865,0.684,0.667,TRUE
LSTM,nrc_sadness,song_sadness,0.626,0.638,0.56,0.49,FALSE
LSTM,nrc_sadness,dialog_sadness,0.719,0.735,0.685,0.652,FALSE
LSTM,nrc_sadness,friends_sadness,0.682,0.735,0.664,0.609,FALSE
LSTM,nrc_surprise,nrc_surprise,0.866,0.867,0.686,0.681,TRUE
LSTM,nrc_surprise,song_surprise,0.535,0.532,0.523,0.459,FALSE
LSTM,nrc_surprise,dialog_surprise,0.551,0.509,0.536,0.483,FALSE
LSTM,nrc_surprise,friends_surprise,0.597,0.406,0.492,0.396,FALSE
LSTM,nrc_fear,nrc_fear,0.976,0.976,0.723,0.727,TRUE
LSTM,nrc_fear,song_fear,0.533,0.512,0.515,0.467,FALSE
LSTM,nrc_fear,dialog_fear,0.659,0.636,0.624,0.577,FALSE
LSTM,nrc_fear,friends_fear,0.606,0.751,0.551,0.442,FALSE
LSTM,amazon_toys_subset,nrc_joy,0.602,0.583,0.585,0.534,FALSE
LSTM,amazon_toys_subset,friends_joy,0.658,0.616,0.652,0.53,FALSE
LSTM,amazon_toys_subset,song_joy,0.622,0.582,0.6,0.506,FALSE
LSTM,amazon_toys_subset,dialog_joy,0.685,0.659,0.729,0.681,FALSE
LSTM,amazon_toys_subset,emobank,0.619,0.598,0.629,0.644,FALSE
LSTM,amazon_toys_subset,amazon_toys_subset,0.91,0.908,0.84,0.824,TRUE
LSTM,amazon_toys_subset,amazon_finefood_subset,0.841,0.834,0.8,0.785,FALSE
LSTM,amazon_toys_subset,yelp_subset,0.892,0.89,0.853,0.838,FALSE
LSTM,amazon_toys_subset,sst2,0.708,0.699,0.697,0.688,FALSE
LSTM,amazon_finefood_subset,nrc_joy,0.583,0.577,0.579,0.535,FALSE
LSTM,amazon_finefood_subset,friends_joy,0.656,0.65,0.677,0.64,FALSE
LSTM,amazon_finefood_subset,song_joy,0.637,0.619,0.575,0.495,FALSE
LSTM,amazon_finefood_subset,dialog_joy,0.693,0.687,0.69,0.657,FALSE
LSTM,amazon_finefood_subset,emobank,0.603,0.567,0.62,0.599,FALSE
LSTM,amazon_finefood_subset,amazon_toys_subset,0.872,0.871,0.804,0.785,FALSE
LSTM,amazon_finefood_subset,amazon_finefood_subset,0.909,0.907,0.859,0.849,TRUE
LSTM,amazon_finefood_subset,yelp_subset,0.904,0.905,0.861,0.847,FALSE
LSTM,amazon_finefood_subset,sst2,0.666,0.646,0.689,0.686,FALSE
LSTM,yelp_subset,nrc_joy,0.574,0.547,0.584,0.552,FALSE
LSTM,yelp_subset,friends_joy,0.667,0.64,0.658,0.558,FALSE
LSTM,yelp_subset,song_joy,0.666,0.619,0.605,0.515,FALSE
LSTM,yelp_subset,dialog_joy,0.722,0.717,0.737,0.695,FALSE
LSTM,yelp_subset,emobank,0.629,0.623,0.659,0.685,FALSE
LSTM,yelp_subset,amazon_toys_subset,0.859,0.864,0.816,0.794,FALSE
LSTM,yelp_subset,amazon_finefood_subset,0.854,0.855,0.818,0.804,FALSE
LSTM,yelp_subset,yelp_subset,0.941,0.942,0.904,0.897,TRUE
LSTM,yelp_subset,sst2,0.699,0.678,0.708,0.698,FALSE
