Word,Value,Freq,NN_Rank
accidental,0.8152362,1,2495
identity,0.81515527,3,2496
bliss,0.81489176,1,2497
transfered,0.81482816,1,2498
futures,0.8138728,1,2499
insuring,0.813181,1,2500
66,0.81308305,1,2501
arabia,0.8130808,7,2502
regards,0.81246334,7,2503
inoccent,0.8124543,1,2504
books,0.8114077,3,2505
unable,0.8113426,3,2506
saves,0.8109746,1,2507
calgon,0.81091464,1,2508
visited,0.8108228,2,2509
neighboring,0.81049937,5,2510
mountains,0.81042325,1,2511
battles,0.80980474,5,2512
calm,0.8089374,3,2513
equality,0.8088914,5,2514
dn,0.808517,1,2515
special,0.80779415,7,2516
guides,0.80752075,1,2517
upsetting,0.8074653,14,2518
prioritizing,0.8068998,1,2519
weeks,0.8064867,11,2520
responding,0.8063134,4,2521
classic,0.80614674,1,2522
russia,0.8056693,29,2523
pack,0.80550903,4,2524
publication,0.80494887,1,2525
41,0.8044811,1,2526
musician,0.80430543,1,2527
white,0.802891,33,2528
brace,0.80217886,1,2529
please,0.8020197,28,2530
pouring,0.80181587,2,2531
65,0.8016036,1,2532
invaders,0.8015553,1,2533
reading,0.8013799,97,2534
enviornmental,0.8012582,1,2535
released,0.80107903,10,2536
indystar,0.80102193,1,2537
quotes,0.8009558,1,2538
monday,0.80012333,3,2539
affecting,0.7996907,12,2540
chavez,0.7994255,1,2541
fresh,0.7993219,4,2542
begins,0.7989618,1,2543
falls,0.7989282,2,2544
tomatoes,0.7988231,1,2545
learned,0.79865336,25,2546
introduction,0.79847366,1,2547
recieved,0.79814416,1,2548
sources,0.7979058,7,2549
reporting,0.7976243,6,2550
cheer,0.7975919,1,2551
expelled,0.7970449,2,2552
darker,0.79654145,2,2553
abuser,0.7963269,2,2554
secretary,0.7961603,1,2555
driver,0.7958164,9,2556
38,0.79573274,1,2557
sp,0.79570293,1,2558
ton,0.7954964,2,2559
!,0.7952103,305,2560
guarded,0.7949092,1,2561
hard,0.79470026,108,2562
appreciated,0.7946048,1,2563
4,0.79456437,9,2564
whom,0.7944025,2,2565
instagram,0.79398096,3,2566
unconsciousness,0.79387105,1,2567
removed,0.7937292,3,2568
safe,0.7933594,64,2569
tuesday,0.79279757,3,2570
easy,0.79261446,30,2571
strikes,0.7924968,7,2572
diminishing,0.79243004,1,2573
dangers,0.7917942,7,2574
venezuela,0.79055756,9,2575
resume,0.7903781,2,2576
literature,0.78976357,1,2577
morrow,0.78970206,1,2578
shameful,0.7893249,1,2579
absent,0.7892114,1,2580
35,0.7888978,2,2581
teacher,0.787452,18,2582
60s,0.7869133,2,2583
source,0.7868316,4,2584
abuse,0.7867594,15,2585
former,0.7867368,7,2586
ideal,0.785851,4,2587
act,0.7855154,24,2588
maximize,0.7853089,1,2589
mine,0.7852421,7,2590
him,0.78476167,141,2591
come,0.7845987,98,2592
encounters,0.7841224,1,2593
comes,0.7839481,27,2594
moscow,0.7836528,1,2595
spoken,0.78349686,1,2596
traveling,0.78331524,7,2597
proposal,0.7833116,1,2598
update,0.78266674,2,2599
rape,0.78244126,6,2600
save,0.782153,31,2601
ready,0.7820968,8,2602
coat,0.7820926,1,2603
forces,0.7820624,14,2604
caribbean,0.7820077,3,2605
effected,0.78182805,2,2606
serves,0.7817766,2,2607
research,0.78142095,11,2608
biu,0.7809363,1,2609
unique,0.7805841,5,2610
enters,0.78037655,1,2611
vanished,0.780084,1,2612
poisoned,0.7795434,1,2613
felt,0.7791418,39,2614
yours,0.77907896,2,2615
live,0.7789116,143,2616
complete,0.7788911,8,2617
chokes,0.7782089,1,2618
degrading,0.77801144,1,2619
sorry,0.7774098,36,2620
goals,0.77727073,2,2621
plant,0.7767608,6,2622
mi,0.7767128,3,2623
addition,0.7766634,3,2624
unfold,0.7765593,3,2625
german,0.77623105,3,2626
harms,0.7760632,3,2627
lof,0.775563,1,2628
2009,0.7749289,2,2629
terms,0.7746552,3,2630
new,0.7746482,79,2631
fever,0.7744752,2,2632
eligible,0.77442044,2,2633
misinformation,0.774191,2,2634
database,0.7739263,4,2635
undertaking,0.7735934,1,2636
psyche,0.772995,2,2637
autopsies,0.77292925,2,2638
sensational,0.7724187,2,2639
st,0.77214134,2,2640
to,0.7716787,4110,2641
42,0.77064896,2,2642
human,0.7705555,81,2643
bombed,0.77020895,8,2644
gruesome,0.7695153,4,2645
sucidal,0.7679924,1,2646
beings,0.76734626,13,2647
fortune,0.76733625,1,2648
bare,0.76716065,1,2649
kidnapping,0.7669695,2,2650
india,0.7667725,18,2651
infections,0.766505,2,2652
analyze,0.7661942,1,2653
carried,0.76615536,5,2654
masculinity,0.76563966,1,2655
midnight,0.76543516,2,2656
gray,0.7653858,1,2657
rectified,0.76524395,1,2658
travesty,0.76459295,1,2659
encouraging,0.7645837,1,2660
lookout,0.7645499,1,2661
dashboard,0.7643344,1,2662
backup,0.7641752,2,2663
closer,0.76416713,4,2664
grandmas,0.76393354,1,2665
fight,0.7638191,23,2666
phrases,0.7621033,1,2667
appreciate,0.76037335,9,2668
breach,0.76008826,1,2669
scaled,0.7597767,1,2670
flesh,0.7593364,5,2671
teenager,0.7591109,3,2672
london,0.7590528,1,2673
neckless,0.7589297,3,2674
operations,0.7582945,6,2675
supports,0.7567293,2,2676
fossil,0.7567115,3,2677
medication,0.7565788,5,2678
mike,0.7559012,5,2679
commute,0.7557895,2,2680
quadrupled,0.75465715,2,2681
luck,0.75462985,1,2682
ins,0.7542662,1,2683
everyday,0.7542405,15,2684
painless,0.75380826,1,2685
prison,0.7535968,10,2686
smile,0.7530008,1,2687
she,0.7527895,255,2688
women,0.75254565,94,2689
original,0.75175077,4,2690
proud,0.7510885,7,2691
heed,0.7510222,1,2692
robbed,0.75053114,5,2693
perform,0.750355,3,2694
those,0.7502484,182,2695
condo,0.7501751,1,2696
rally,0.7497134,3,2697
bringing,0.7487708,6,2698
dancers,0.74840903,1,2699
civilian,0.74799657,10,2700
leaving,0.7478343,11,2701
37,0.7475814,2,2702
findings,0.74715835,1,2703
undo,0.7470914,3,2704
romantically,0.74698275,1,2705
biology,0.7466731,1,2706
soo,0.7465027,1,2707
paralysis,0.74628425,4,2708
industrialization,0.7462076,1,2709
p.s,0.7455631,1,2710
happier,0.745412,2,2711
creatures,0.74530697,7,2712
shock,0.74522054,7,2713
ground,0.7450329,7,2714
treatments,0.74477065,2,2715
army,0.7444559,7,2716
almost,0.7440107,33,2717
falling,0.7430861,9,2718
revolutionized,0.74260664,1,2719
an,0.7424945,456,2720
remember,0.7421707,42,2721
barbaric,0.74216795,2,2722
ambush,0.7419043,2,2723
ours,0.7413555,3,2724
scenes,0.7410687,1,2725
according,0.7409126,19,2726
purchased,0.74017626,2,2727
mistreating,0.73980916,1,2728
notes,0.73940456,2,2729
labradors,0.737576,1,2730
sulphuric,0.73747647,1,2731
expressed,0.73732704,3,2732
upcoming,0.73717237,1,2733
fuel,0.7366999,9,2734
french,0.736336,4,2735
recently,0.7359107,24,2736
obligation,0.73574495,1,2737
air,0.735592,31,2738
finding,0.7354969,10,2739
j,0.73511815,1,2740
purchase,0.7349583,3,2741
sixty,0.7345907,3,2742
optimistic,0.73426324,1,2743
offer,0.7340336,5,2744
spain,0.73369694,5,2745
55,0.73359925,1,2746
lightening,0.73294145,1,2747
foods,0.7329345,5,2748
samples,0.7326476,1,2749
struck,0.73254496,6,2750
living,0.7319226,53,2751
deplorable,0.73131925,1,2752
rewarding,0.7303823,1,2753
miss,0.72996384,6,2754
unsolicited,0.72954357,1,2755
celebrating,0.72842216,3,2756
impulse,0.7283406,2,2757
droughts,0.7282113,1,2758
foothold,0.7279932,1,2759
teaching,0.72686636,3,2760
now,0.7261275,200,2761
snack,0.72593546,1,2762
manage,0.7258249,4,2763
discarded,0.72469807,1,2764
fruit,0.72440755,3,2765
feed,0.72434723,5,2766
targeted,0.72424585,3,2767
reduce,0.7239206,5,2768
kills,0.72383916,5,2769
11th,0.72345495,1,2770
meantime,0.72342736,2,2771
:,0.7231484,41,2772
joining,0.72283256,2,2773
escaped,0.72275174,4,2774
dark,0.7217062,1,2775
loves,0.7215202,1,2776
coming,0.72146994,25,2777
sick,0.7214134,39,2778
backpacking,0.7213872,1,2779
remedy,0.72132885,1,2780
near,0.7210239,31,2781
mismanaged,0.72023106,2,2782
cover,0.7201235,2,2783
walk,0.7188276,9,2784
word,0.71874785,7,2785
radicalized,0.7185141,1,2786
begun,0.71739936,3,2787
ll,0.7173269,2,2788
arrest,0.7169713,6,2789
quickly,0.7168659,11,2790
specially,0.7165717,1,2791
unexpected,0.7156736,6,2792
enrages,0.7156142,1,2793
stronger,0.7155998,7,2794
gmo,0.71556735,1,2795
missed,0.71489316,10,2796
spiral,0.7148376,1,2797
appartment,0.71460664,1,2798
amendment,0.7145953,3,2799
car,0.7142725,33,2800
tourism,0.7141491,3,2801
herself,0.7137129,15,2802
stain,0.713505,1,2803
appalling,0.7134415,3,2804
thrived,0.7127995,1,2805
unforgivable,0.71276,1,2806
leaf,0.7127023,1,2807
diamond,0.7125046,1,2808
moving,0.7123191,12,2809
described,0.71230733,8,2810
el,0.7122536,2,2811
dioxide,0.7119715,2,2812
breakdown,0.7111125,1,2813
brampton,0.71084994,4,2814
ice,0.71068,6,2815
hillary,0.71044266,10,2816
win,0.71037775,21,2817
ur,0.70998085,1,2818
enemy,0.70995855,4,2819
yellow,0.7098949,1,2820
present,0.7088151,5,2821
humble,0.7081533,4,2822
anxious,0.7081231,3,2823
bff,0.70807874,1,2824
poised,0.70784307,1,2825
hungry,0.707661,5,2826
very,0.70707214,235,2827
both,0.706233,51,2828
predicaments,0.70549524,1,2829
thailand,0.7051475,3,2830
consuming,0.7050912,3,2831
guidelines,0.70408106,1,2832
mark,0.7037276,3,2833
characteristics,0.7034074,1,2834
troubling,0.70281816,10,2835
ha,0.7023029,2,2836
morning,0.70210886,11,2837
sooooo,0.7018623,1,2838
poring,0.70141935,1,2839
addiction,0.7007103,1,2840
piece,0.7006678,4,2841
added,0.6996691,4,2842
distinguish,0.6993394,2,2843
savages,0.69912696,1,2844
fatally,0.6987055,2,2845
grow,0.6983006,9,2846
also,0.6980766,181,2847
emerging,0.6977346,1,2848
call,0.6977341,24,2849
uncertainty,0.6966213,1,2850
balance,0.696289,6,2851
emus,0.696259,1,2852
speak,0.69623864,12,2853
becomes,0.69470656,8,2854
woman,0.69453,50,2855
contain,0.6940609,6,2856
salty,0.69383687,1,2857
schools,0.69339025,10,2858
covers,0.69304526,3,2859
dam,0.6928395,10,2860
find,0.692827,106,2861
ceo,0.69277537,6,2862
pound,0.69242966,1,2863
include,0.6918558,1,2864
organism,0.6918106,1,2865
unbearably,0.6915731,1,2866
spilling,0.6914765,2,2867
influence,0.6909803,9,2868
teeth,0.6906836,1,2869
advise,0.6906325,1,2870
gesture,0.6905625,1,2871
deeper,0.6902014,3,2872
exploration,0.6901064,1,2873
armadillos,0.6898414,1,2874
stockade,0.68975604,1,2875
decline,0.6895601,2,2876
350,0.6893476,2,2877
dried,0.6891983,1,2878
dietary,0.6887989,1,2879
grounded,0.68820673,1,2880
sunday,0.6881442,3,2881
genetic,0.6880237,2,2882
joe,0.6879897,3,2883
director,0.68680257,1,2884
and,0.6862241,3279,2885
pictured,0.6861828,2,2886
member,0.68604755,8,2887
ways,0.6859467,22,2888
shaken,0.6858612,2,2889
found,0.68579066,69,2890
21st,0.6856378,1,2891
rocks,0.6852436,1,2892
concludes,0.6851579,1,2893
reptiles,0.6845068,1,2894
conviction,0.68438184,1,2895
destroys,0.684348,1,2896
info,0.68423474,3,2897
deserve,0.6841607,32,2898
peacefully,0.68308365,7,2899
inhospitable,0.6826789,1,2900
imagine,0.68264556,116,2901
delivered,0.6817861,2,2902
emu,0.6798089,7,2903
helpful,0.6793926,5,2904
testified,0.6788944,1,2905
surfboard,0.67889315,1,2906
combat,0.678486,4,2907
choices,0.6772088,7,2908
desire,0.67720866,3,2909
recognize,0.6765974,7,2910
pages,0.6764676,2,2911
scotus,0.6764262,1,2912
fall,0.67606175,6,2913
privileges,0.6759813,1,2914
leads,0.67596185,10,2915
8.8,0.67595506,3,2916
khloe,0.67494977,1,2917
due,0.67475295,52,2918
acquitted,0.67456436,1,2919
earth,0.6745608,33,2920
org,0.67449397,1,2921
il,0.67445195,1,2922
christ,0.6737618,2,2923
ruins,0.6736126,1,2924
tallent,0.67264754,1,2925
lived,0.671411,17,2926
workforce,0.6713917,2,2927
blazing,0.6713886,1,2928
blm,0.6712458,1,2929
seasons,0.67098045,1,2930
brangelina,0.67080116,1,2931
python,0.6707225,3,2932
storm,0.6706095,10,2933
moly,0.6702391,2,2934
resolution,0.67021734,2,2935
participation,0.66939414,2,2936
adolf,0.6690382,1,2937
reconsider,0.6689167,1,2938
eager,0.6688963,1,2939
dead,0.66851276,53,2940
presence,0.6681633,2,2941
three,0.66805243,32,2942
murder,0.667737,34,2943
selfishness,0.6669107,2,2944
upmost,0.66607296,1,2945
sooooooooo,0.6657573,1,2946
proofreading,0.6656281,1,2947
teach,0.66541165,6,2948
viewing,0.6653416,1,2949
boil,0.66404736,2,2950
attached,0.6639936,1,2951
sin,0.66377586,3,2952
scouting,0.6634735,1,2953
sight,0.6633868,3,2954
accomplished,0.6633749,5,2955
need,0.66300535,226,2956
achieved,0.6629412,4,2957
drops,0.6628778,1,2958
training,0.6615178,8,2959
evident,0.66097766,2,2960
supply,0.6607782,11,2961
begin,0.6604148,12,2962
ash,0.6594089,2,2963
toxic,0.6591022,3,2964
withheld,0.6588419,1,2965
knowledge,0.6582695,8,2966
5,0.6579907,9,2967
made,0.65777797,95,2968
yourself,0.6575482,20,2969
tell,0.657472,41,2970
undergraduate,0.65714765,1,2971
discouraging,0.6570123,3,2972
gorilla,0.6568736,13,2973
shoes,0.65673304,6,2974
e,0.6562916,2,2975
inequality,0.6562332,2,2976
corroded,0.65622663,1,2977
full,0.6544162,20,2978
mango,0.65362775,1,2979
39,0.6534666,1,2980
grandkids,0.65262806,1,2981
safer,0.6512037,10,2982
analysis,0.6499171,1,2983
job.i,0.648975,1,2984
possible,0.64848125,27,2985
costly,0.64815944,1,2986
.,0.6479995,7034,2987
unclear,0.64724165,2,2988
choked,0.64692605,2,2989
back,0.6467928,93,2990
disperse,0.6467399,1,2991
for,0.6462872,1168,2992
struggled,0.64626426,1,2993
corps,0.6453683,1,2994
poisoning,0.6451774,6,2995
2013,0.6446028,1,2996
connected,0.6444435,1,2997
asll,0.6444159,1,2998
by,0.6443527,310,2999
jessy,0.6442477,3,3000
escaping,0.64388555,3,3001
rethink,0.6438376,1,3002
separated,0.64365685,3,3003
chances,0.6430656,7,3004
married,0.6425543,7,3005
fertilization,0.642496,1,3006
material,0.64163303,2,3007
hunted,0.64098394,1,3008
void,0.6409447,1,3009
whose,0.63954633,7,3010
harm,0.6394881,25,3011
c,0.639351,5,3012
buss,0.63896096,1,3013
york,0.6389251,8,3014
riddance,0.63882864,1,3015
mangos,0.6386257,1,3016
disposed,0.63833,1,3017
knees,0.6381469,1,3018
precautions,0.63751686,2,3019
solidifies,0.63738084,1,3020
pass,0.63723904,5,3021
lively,0.63717943,1,3022
amazon,0.6364323,7,3023
i.,0.63640827,2,3024
development,0.6363645,7,3025
shocking,0.63631225,10,3026
frightening,0.63616407,6,3027
contributed,0.6360284,1,3028
permission,0.6355773,3,3029
chemicals,0.6340937,6,3030
compensate,0.6335715,2,3031
suitability,0.632905,1,3032
chelsea,0.6328894,3,3033
eradicate,0.6327738,2,3034
billy,0.63175654,1,3035
values,0.6317123,5,3036
deceived,0.6315212,1,3037
journalist,0.63131607,4,3038
invoke,0.6311677,1,3039
realizes,0.6307293,2,3040
vatican,0.6301799,1,3041
sustainability,0.6296054,1,3042
sold,0.62960196,1,3043
adults,0.6294526,17,3044
coconut,0.6293546,10,3045
wrapped,0.62924814,4,3046
improvements,0.6290883,4,3047
you,0.6287036,938,3048
career,0.628379,3,3049
stunned,0.62800443,1,3050
vomit,0.6276556,1,3051
mass,0.6273931,19,3052
area,0.6258601,58,3053
explains,0.62554723,3,3054
sadly,0.6250136,7,3055
perfect,0.62493086,6,3056
pitiful,0.62488115,1,3057
fox,0.6241382,1,3058
fluid,0.62365216,5,3059
pond,0.62337554,2,3060
diagnose,0.62326217,1,3061
met,0.6231805,3,3062
placement,0.62234306,1,3063
outraged,0.620958,1,3064
comments,0.6208994,7,3065
indeed,0.62057865,2,3066
requirements,0.62046367,3,3067
peta,0.62019545,1,3068
rethinking,0.61973625,1,3069
waves,0.6189595,1,3070
've,0.6187877,63,3071
immunity,0.6186788,4,3072
teaches,0.6166389,3,3073
researching,0.6162307,2,3074
detained,0.6155208,1,3075
unformatted,0.61549675,1,3076
vehicle,0.61444813,6,3077
globally,0.6141648,3,3078
dubai,0.6136921,2,3079
laden,0.61210716,5,3080
exact,0.6117201,3,3081
depicted,0.6113941,1,3082
industrial,0.61126816,1,3083
steering,0.61126673,1,3084
centuries,0.6106425,1,3085
pure,0.61059177,3,3086
pet,0.6098511,6,3087
wolrd,0.6093515,1,3088
induction,0.60920244,1,3089
murderers,0.6091775,2,3090
explore,0.6088774,2,3091
reversal,0.60811424,1,3092
review,0.60786533,2,3093
means,0.6067549,17,3094
wish,0.6065917,61,3095
stigma,0.6065046,1,3096
vigilant,0.60637283,2,3097
rock,0.6063374,3,3098
determine,0.6057627,3,3099
detailed,0.6055242,1,3100
tmz,0.60511386,2,3101
done-,0.60499823,1,3102
unloading,0.60475636,1,3103
packed,0.6043098,1,3104
o,0.6042897,1,3105
s,0.6042218,21,3106
awesome,0.60349476,2,3107
page,0.603094,1,3108
islamophobia,0.6029507,1,3109
identified,0.6027576,1,3110
angry,0.60271066,20,3111
heavier,0.6026075,1,3112
band,0.602367,1,3113
vindicated,0.60229504,2,3114
islams,0.6022643,1,3115
omg,0.6019557,1,3116
informing,0.60167,1,3117
averting,0.60146224,1,3118
production,0.60059714,1,3119
accomplishments,0.6005018,4,3120
who,0.59878826,461,3121
filipino,0.59839666,2,3122
increased,0.598019,5,3123
ideals,0.59685045,1,3124
minimize,0.59682196,3,3125
750,0.5967731,1,3126
comprehension,0.59589446,2,3127
availability,0.59563065,2,3128
australia,0.59549844,13,3129
becoming,0.5952699,27,3130
watchful,0.5952697,1,3131
racially,0.59526396,1,3132
adopt,0.5947499,1,3133
immediately,0.59431714,4,3134
wrongdoings,0.5938738,1,3135
lead,0.5927444,30,3136
dive,0.5921744,1,3137
completion,0.59205025,1,3138
unbelievably,0.59158856,1,3139
substitute,0.59150094,1,3140
blister,0.59112537,1,3141
terrible,0.5903012,77,3142
sun,0.58996034,7,3143
carefree,0.5899073,1,3144
facets,0.5897174,1,3145
ongoing,0.5896779,5,3146
130,0.5890962,4,3147
primary,0.5875881,3,3148
sicker,0.58708906,1,3149
sounds,0.5870784,37,3150
tinnitus,0.5862643,4,3151
belt,0.5861132,1,3152
embolden,0.5859587,1,3153
#,0.585243,1,3154
pathology,0.5836037,1,3155
aspirations,0.5835296,1,3156
along,0.5835144,23,3157
acquire,0.58350027,2,3158
regarding,0.583304,19,3159
develop,0.5830709,2,3160
mice,0.5825643,10,3161
dto,0.5821841,1,3162
discontinue,0.580442,1,3163
affects,0.5798727,13,3164
future,0.57957983,48,3165
uranium,0.5780243,1,3166
tape,0.57690823,4,3167
endanger,0.57622695,1,3168
crash,0.5760019,10,3169
perch,0.5759279,1,3170
cage,0.57515806,2,3171
uniting,0.57498527,1,3172
unprepared,0.57474977,1,3173
someday,0.57457656,4,3174
cup,0.5737167,4,3175
kiwi,0.5729211,1,3176
soooo,0.57253855,2,3177
bitten,0.57215786,1,3178
diving,0.5720355,2,3179
30.1,0.57190895,1,3180
susceptible,0.5718171,2,3181
phases,0.5717761,1,3182
inflict,0.5714592,5,3183
chosen,0.5714037,1,3184
hectic,0.57115966,1,3185
disastrous,0.5709807,4,3186
thirds,0.5692217,1,3187
neo,0.5689494,3,3188
associations,0.5688783,1,3189
vaccinations,0.56783473,3,3190
blue,0.5672322,3,3191
si,0.56498164,1,3192
miscommunication,0.56453407,1,3193
truth,0.56388956,14,3194
brisbane,0.5631541,1,3195
discovered,0.562578,7,3196
1200,0.5615262,3,3197
hampshire,0.56012297,1,3198
convicts,0.55955553,1,3199
houses,0.55945253,3,3200
varieties,0.5593531,2,3201
dream,0.559222,8,3202
students,0.5581209,17,3203
reduction,0.5574034,1,3204
post,0.55708456,8,3205
90,0.556585,1,3206
jewelry,0.5565082,5,3207
recenty,0.55564034,1,3208
educational,0.5556205,6,3209
cooperation,0.55526114,1,3210
cheering,0.555134,2,3211
sentenced,0.554429,2,3212
track,0.55430394,4,3213
inaccessible,0.5528612,1,3214
architects,0.5526999,1,3215
poorer,0.55244607,2,3216
daze,0.55205774,1,3217
escapes,0.552039,1,3218
inclusion,0.5514672,1,3219
raft,0.55109954,2,3220
newspapers,0.55061823,1,3221
minorities,0.5496742,7,3222
needed,0.5492238,13,3223
savings,0.5479943,1,3224
name,0.54794884,12,3225
possession,0.5470927,1,3226
must,0.5468165,106,3227
austrailia,0.5465918,1,3228
statement,0.54538345,8,3229
distributed,0.5445191,2,3230
hopes,0.544346,1,3231
pit,0.5437175,2,3232
wome,0.54348177,1,3233
drake,0.54264843,1,3234
motivated,0.54243165,1,3235
modern,0.5417059,5,3236
clover,0.54127693,1,3237
messaging,0.5408955,1,3238
video,0.54067135,15,3239
r,0.53929365,2,3240
270,0.53905696,1,3241
retched,0.5389924,1,3242
horrified,0.5379365,1,3243
unsuccessful,0.5374174,1,3244
apartment,0.53711206,9,3245
manual,0.53705204,1,3246
senior,0.5368577,2,3247
overweight,0.5359703,1,3248
saving,0.53556603,9,3249
600,0.53521353,1,3250
affront,0.5349093,1,3251
falt,0.53371185,1,3252
500,0.5335248,4,3253
property,0.5322348,3,3254
courtesy,0.5314859,2,3255
speeding,0.53101325,3,3256
yesterday,0.53057086,2,3257
friday,0.52971303,9,3258
avail,0.529584,1,3259
swept,0.5279735,2,3260
prematurely,0.52781546,1,3261
often,0.52779126,52,3262
riot,0.52735925,2,3263
911,0.5261061,6,3264
erupting,0.52595216,2,3265
harsher,0.5253999,3,3266
dedicated,0.52475464,4,3267
rush,0.5245834,4,3268
nyc,0.52454495,1,3269
fairtrade,0.5238771,2,3270
internally,0.5238638,4,3271
archaic,0.5237941,2,3272
remembered,0.52379316,3,3273
referred,0.5232423,1,3274
emboldened,0.5230575,2,3275
kenyan,0.52294695,2,3276
celebrated,0.5225972,2,3277
wives,0.5206676,1,3278
growing,0.5202091,11,3279
power,0.5192385,24,3280
slim,0.51905185,1,3281
deflower,0.5177389,1,3282
audio,0.5176865,1,3283
consulates,0.51688355,1,3284
greater,0.515612,4,3285
trinkets,0.51452315,1,3286
instant,0.5139137,1,3287
performed,0.5138692,3,3288
miserable,0.5125251,4,3289
gone,0.5120087,25,3290
am,0.5103507,189,3291
shame,0.5102027,32,3292
1993,0.50987905,1,3293
privatize,0.5087667,1,3294
consume,0.50836265,1,3295
liberty,0.506869,1,3296
look,0.506643,59,3297
coo,0.5066167,1,3298
occurrence,0.5043864,5,3299
cake,0.50393236,1,3300
become,0.50369096,47,3301
homed,0.5036593,1,3302
gassed,0.5015437,3,3303
adjacent,0.50139433,1,3304
compares,0.50137174,1,3305
latch,0.5012202,1,3306
announcement,0.5010846,2,3307
minimized,0.49969882,1,3308
intents,0.49949452,1,3309
fullest,0.4991146,3,3310
impulsively,0.4981634,1,3311
islands,0.49779898,2,3312
lasting,0.4972226,3,3313
trained,0.49536166,2,3314
lye,0.4953381,1,3315
immunized,0.49395272,1,3316
coverage,0.492905,3,3317
dwelling,0.49165627,1,3318
applications,0.4910152,1,3319
isolated,0.490374,3,3320
retire,0.48916554,1,3321
40,0.4886632,6,3322
vegan,0.4885324,1,3323
pamper,0.48816517,1,3324
drastically,0.4874541,2,3325
nra,0.487296,1,3326
damaging,0.48690972,8,3327
paperwork,0.48681104,2,3328
compensated,0.48442638,2,3329
formed,0.4843179,1,3330
3,0.48375076,12,3331
finally,0.48358735,15,3332
awful,0.48340577,44,3333
nearby,0.48289973,5,3334
detect,0.48200563,1,3335
brilliant,0.48187688,1,3336
destroy,0.48125032,10,3337
encouraged,0.47958645,6,3338
boiled,0.4795834,1,3339
'm,0.4787849,178,3340
workplace,0.4782283,3,3341
destroyes,0.4772107,1,3342
perpetrator,0.47712573,4,3343
jesus,0.47680405,1,3344
distance,0.47619656,3,3345
d,0.47256178,2,3346
exhaustive,0.47209525,1,3347
site,0.4719786,2,3348
mile,0.47152415,1,3349
ex,0.470225,4,3350
numbers,0.4685466,11,3351
harassment,0.4682279,7,3352
scuba,0.46721864,1,3353
repressed,0.46705005,1,3354
embraced,0.46620473,1,3355
know,0.46512207,357,3356
sanitation,0.46217385,2,3357
triger,0.45903817,1,3358
nationwide,0.45793128,1,3359
fearful,0.45790234,2,3360
royal,0.457795,2,3361
twenty,0.4552192,5,3362
said,0.4544626,100,3363
realize,0.45271233,29,3364
clean,0.4519302,13,3365
250,0.44993785,1,3366
natural,0.44985202,35,3367
impairment,0.44964093,2,3368
passports,0.44954675,2,3369
within,0.44952568,13,3370
flips,0.44937143,1,3371
400,0.44934836,1,3372
ear,0.4490101,1,3373
makes,0.44688722,153,3374
form,0.44646814,13,3375
gives,0.44597688,5,3376
grazing,0.44583282,2,3377
fi,0.44554296,1,3378
affordable,0.44496557,1,3379
adding,0.4447886,4,3380
is,0.44384694,2046,3381
tracking,0.44246092,3,3382
choosing,0.44145313,3,3383
fascinating,0.44133028,3,3384
midterm,0.44080463,1,3385
spurred,0.43977514,1,3386
driest,0.43937266,1,3387
apologies,0.439231,1,3388
examples,0.43899283,1,3389
said.the,0.4388052,1,3390
underreported,0.43730113,1,3391
spate,0.43666604,1,3392
instances,0.43623444,4,3393
oust,0.43606356,1,3394
arkansas,0.43545642,1,3395
kim,0.43478498,9,3396
unfortunately,0.43410334,13,3397
success,0.43401095,8,3398
6.4,0.43355742,2,3399
offsprings,0.43214676,1,3400
sense,0.43136564,18,3401
listening,0.43131843,1,3402
farmers,0.431035,5,3403
encourage,0.43054745,5,3404
stomach,0.42965153,10,3405
unsafe,0.429355,5,3406
contribution,0.4289112,2,3407
eaten,0.42877075,3,3408
troubles,0.427838,1,3409
yo,0.42727342,1,3410
prophecy,0.42725614,1,3411
approaches,0.4266192,1,3412
jones,0.425653,4,3413
spousal,0.42477903,1,3414
bile,0.42368138,1,3415
film,0.42335102,1,3416
resistant,0.42310193,3,3417
goal,0.4220263,4,3418
launched,0.42002365,4,3419
horses,0.41991612,7,3420
alito,0.41810334,1,3421
enormous,0.4167178,1,3422
handled,0.41537237,5,3423
city,0.41352427,30,3424
incredibly,0.4131805,12,3425
best,0.41287622,34,3426
volatile,0.4110961,2,3427
unused,0.41101012,1,3428
flagstaff,0.41089332,1,3429
highlights,0.41021886,3,3430
needs,0.4100266,71,3431
catches,0.40974578,1,3432
irrefutable,0.4093614,1,3433
artical,0.40930715,2,3434
period,0.4091891,13,3435
museums,0.4084408,1,3436
safari,0.407921,1,3437
president,0.40685743,56,3438
fro,0.4060299,2,3439
admirers,0.40577903,1,3440
dishonorable,0.40439808,1,3441
boys,0.40403986,8,3442
hills,0.4008154,2,3443
internationally,0.3993877,1,3444
ceos,0.3991919,1,3445
housed,0.39896053,2,3446
unreachable,0.39810878,1,3447
humans,0.39717805,36,3448
degrades,0.39670098,1,3449
livestock,0.39627105,2,3450
farm,0.39552635,2,3451
standup,0.39441755,1,3452
apply,0.39428005,2,3453
exciting,0.39375558,1,3454
ethnically,0.39269122,1,3455
conflicted,0.39233357,3,3456
web,0.39175794,1,3457
kidnappings,0.3916453,1,3458
te,0.39093772,1,3459
oh,0.39039496,18,3460
organization,0.38912517,12,3461
